particle_node,event_idx,rank,particle_idx,true_label,pred_label,conf,super_score,pt,energy,deltaR_from_axis,deta,dphi,charge,is_charged_hadron,is_neutral_hadron,is_photon,is_electron,is_muon
particle:970:18,970,16,18,label_Hcc,label_Hgg,0.48304483294487,2.7556815147399902,10.829721407551444,15.59021282196045,0.017097584217270572,0.015588462352752686,-0.007023334503173828,1.0,1.0,0.0,0.0,0.0,0.0
particle:1542:0,1542,1,0,label_Hqql,label_Hqql,0.9999284744262695,4.64503812789917,445.1894392171144,853.07666015625,0.03486495218939353,-0.03284657001495361,0.011690497398376465,1.0,0.0,0.0,0.0,0.0,1.0
particle:1542:15,1542,2,15,label_Hqql,label_Hqql,0.9999284744262695,2.732006072998047,4.648263330139654,9.567169189453125,0.055951769989757316,0.04980015754699707,0.025505781173706055,1.0,1.0,0.0,0.0,0.0,0.0
particle:1542:13,1542,3,13,label_Hqql,label_Hqql,0.9999284744262695,2.5476229190826416,4.887072501665911,9.080337524414062,0.07176052739019968,-0.06934583187103271,-0.018458843231201172,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1542:5,1542,4,5,label_Hqql,label_Hqql,0.9999284744262695,2.44606876373291,20.894872145985715,40.54026794433594,0.06372167967569575,-0.018380403518676758,0.061013221740722656,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1542:25,1542,5,25,label_Hqql,label_Hqql,0.9999284744262695,2.4383933544158936,0.924008046238867,1.4711593389511108,0.473381545146878,-0.2593604326248169,-0.3960078954696655,0.0,0.0,0.0,1.0,0.0,0.0
particle:1542:19,1542,6,19,label_Hqql,label_Hqql,0.9999284744262695,2.4380805492401123,2.3770484651928157,6.9928812980651855,0.517770778062451,0.441936731338501,-0.2697749137878418,0.0,0.0,1.0,0.0,0.0,0.0
particle:1542:2,1542,7,2,label_Hqql,label_Hqql,0.9999284744262695,2.4212703704833984,32.65542960936013,64.88573455810547,0.11078434977485455,0.009391069412231445,0.11038559675216675,0.0,0.0,0.0,1.0,0.0,0.0
particle:1542:1,1542,8,1,label_Hqql,label_Hqql,0.9999284744262695,2.353179931640625,47.719935745592736,100.21742248535156,0.16778766920221033,0.07290339469909668,-0.15112179517745972,1.0,1.0,0.0,0.0,0.0,0.0
particle:1542:17,1542,9,17,label_Hqql,label_Hqql,0.9999284744262695,2.3482625484466553,3.415715063655002,6.26609468460083,0.09340924142114133,-0.08437526226043701,0.04007619619369507,0.0,0.0,1.0,0.0,0.0,0.0
particle:1542:18,1542,10,18,label_Hqql,label_Hqql,0.9999284744262695,2.2941060066223145,3.0971944126836792,5.886360168457031,0.10462688934467324,-0.04248404502868652,0.09561324119567871,0.0,0.0,0.0,1.0,0.0,0.0
particle:1542:24,1542,11,24,label_Hqql,label_Hqql,0.9999284744262695,2.2838258743286133,1.4271137692785916,2.9475481510162354,0.1588756920563909,0.05389678478240967,0.14945441484451294,0.0,0.0,0.0,1.0,0.0,0.0
particle:1542:3,1542,12,3,label_Hqql,label_Hqql,0.9999284744262695,2.2692298889160156,31.26505898961135,57.940650939941406,0.11969416434213516,-0.07229197025299072,0.09539687633514404,0.0,0.0,1.0,0.0,0.0,0.0
particle:1542:21,1542,13,21,label_Hqql,label_Hqql,0.9999284744262695,2.2668066024780273,1.7101717376921606,3.5493431091308594,0.16963343207813056,0.05943465232849121,0.15888053178787231,0.0,0.0,0.0,1.0,0.0,0.0
particle:1542:9,1542,14,9,label_Hqql,label_Hqql,0.9999284744262695,2.2068779468536377,6.102372892119732,16.375743865966797,0.4474516304560782,0.34357500076293945,0.2866516709327698,0.0,0.0,0.0,1.0,0.0,0.0
particle:1542:23,1542,15,23,label_Hqql,label_Hqql,0.9999284744262695,2.1755623817443848,1.4336241973747155,3.336063861846924,0.19089737952630254,0.18797624111175537,-0.03326773643493652,0.0,0.0,0.0,1.0,0.0,0.0
particle:1542:8,1542,16,8,label_Hqql,label_Hqql,0.9999284744262695,2.0987486839294434,12.673295695051138,25.443391799926758,0.09550540087521732,0.021338820457458496,0.09309101104736328,0.0,0.0,0.0,1.0,0.0,0.0
particle:1552:0,1552,1,0,label_Hqql,label_Hqql,0.9504872560501099,4.690550804138184,526.1699810500572,1872.2833251953125,0.02196009632355459,-0.021276235580444336,-0.005437612533569336,1.0,0.0,0.0,0.0,1.0,0.0
particle:1552:21,1552,2,21,label_Hqql,label_Hqql,0.9504872560501099,2.6956419944763184,0.5574560938475038,3.718639612197876,0.6244263269545012,0.6218539476394653,0.05662071704864502,0.0,0.0,1.0,0.0,0.0,0.0
particle:1552:20,1552,3,20,label_Hqql,label_Hqql,0.9504872560501099,2.5406603813171387,0.5621355022275555,3.295621395111084,0.4997072614689613,0.4901324510574341,0.09735259413719177,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1552:18,1552,4,18,label_Hqql,label_Hqql,0.9504872560501099,2.493656873703003,0.9307124673700236,2.8964171409606934,0.6844862095317128,-0.1618046760559082,0.6650869250297546,0.0,0.0,0.0,1.0,0.0,0.0
particle:1552:22,1552,5,22,label_Hqql,label_Hqql,0.9504872560501099,2.4267778396606445,0.486183476748603,2.479051113128662,0.6065992832546054,0.34745967388153076,0.4972267746925354,1.0,1.0,0.0,0.0,0.0,0.0
particle:1552:10,1552,6,10,label_Hqql,label_Hqql,0.9504872560501099,2.3609044551849365,2.4720845390078816,13.039695739746094,0.711965668235363,0.38355982303619385,-0.5998141169548035,1.0,1.0,0.0,0.0,0.0,0.0
particle:1552:19,1552,7,19,label_Hqql,label_Hqql,0.9504872560501099,2.130054235458374,0.8965729590484776,3.767981767654419,0.5452342191535534,0.1510409116744995,-0.5238959789276123,0.0,0.0,0.0,1.0,0.0,0.0
particle:1552:16,1552,8,16,label_Hqql,label_Hqql,0.9504872560501099,2.0742228031158447,1.8955880780440058,7.74116849899292,0.12185663351457333,0.12147486209869385,0.009638309478759766,0.0,0.0,1.0,0.0,0.0,0.0
particle:1552:15,1552,9,15,label_Hqql,label_Hqql,0.9504872560501099,2.0643718242645264,2.0312860572617226,8.674097061157227,0.6190429214498754,0.16746199131011963,0.5959619283676147,0.0,0.0,0.0,1.0,0.0,0.0
particle:1552:14,1552,10,14,label_Hqql,label_Hqql,0.9504872560501099,2.04300594329834,2.0522404320891328,10.959291458129883,0.6110356139242402,0.396079421043396,-0.465280145406723,1.0,1.0,0.0,0.0,0.0,0.0
particle:1552:13,1552,11,13,label_Hqql,label_Hqql,0.9504872560501099,2.027682304382324,2.0638198248201642,10.840516090393066,0.38441454726524543,0.37933576107025146,0.062281012535095215,0.0,0.0,1.0,0.0,0.0,0.0
particle:1552:3,1552,12,3,label_Hqql,label_Hqql,0.9504872560501099,2.023257255554199,4.515009471987198,24.153635025024414,0.5420135794770008,0.39794886112213135,-0.36798834800720215,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1552:7,1552,13,7,label_Hqql,label_Hqql,0.9504872560501099,2.0208652019500732,2.831700424996261,11.046401977539062,0.28325866508208014,0.07408678531646729,0.2733982801437378,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1552:9,1552,14,9,label_Hqql,label_Hqql,0.9504872560501099,2.0119235515594482,2.77768773772464,6.857889652252197,0.5388447047817212,-0.410223126411438,0.3493860363960266,0.0,0.0,0.0,1.0,0.0,0.0
particle:1552:12,1552,15,12,label_Hqql,label_Hqql,0.9504872560501099,2.0023622512817383,2.1041845800960233,4.914467811584473,0.48721649523543137,-0.4713006019592285,0.12351378798484802,0.0,0.0,0.0,1.0,0.0,0.0
particle:1552:6,1552,16,6,label_Hqql,label_Hqql,0.9504872560501099,1.9865407943725586,3.28545499543337,13.096893310546875,0.12628816324007203,0.09388530254364014,0.08446449041366577,1.0,1.0,0.0,0.0,0.0,0.0
particle:1557:0,1557,1,0,label_Hqql,label_Hqql,0.9942646622657776,4.593549728393555,326.96611593848206,384.20196533203125,0.06375763135275768,0.045454323291778564,-0.04470950737595558,-1.0,0.0,0.0,0.0,1.0,0.0
particle:1557:1,1557,2,1,label_Hqql,label_Hqql,0.9942646622657776,3.09359073638916,65.07999398582456,72.71495819091797,0.10807772990930047,-0.05815741419792175,0.09109616279602051,0.0,0.0,1.0,0.0,0.0,0.0
particle:1557:8,1557,3,8,label_Hqql,label_Hqql,0.9942646622657776,3.085160732269287,12.139853510826658,13.575567245483398,0.09271249462044526,-0.06163439154624939,-0.06925899535417557,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1557:2,1557,4,2,label_Hqql,label_Hqql,0.9942646622657776,2.715925931930542,40.360209104829615,45.32442092895508,0.059577950561002097,-0.04690095782279968,0.03674006462097168,0.0,0.0,0.0,1.0,0.0,0.0
particle:1557:3,1557,5,3,label_Hqql,label_Hqql,0.9942646622657776,2.68411922454834,31.115776438649398,34.87485885620117,0.07339060164887047,-0.05122101306915283,0.05256032943725586,1.0,1.0,0.0,0.0,0.0,0.0
particle:1557:13,1557,6,13,label_Hqql,label_Hqql,0.9942646622657776,2.5949575901031494,1.682489034819764,1.8013569116592407,0.16987029803594736,-0.16421180963516235,0.04347872734069824,0.0,0.0,0.0,1.0,0.0,0.0
particle:1557:4,1557,7,4,label_Hqql,label_Hqql,0.9942646622657776,2.572549819946289,19.359981777415502,21.837980270385742,0.08617741031750935,-0.03726696968078613,0.07770276069641113,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1557:5,1557,8,5,label_Hqql,label_Hqql,0.9942646622657776,2.5631604194641113,17.611791651150384,19.688522338867188,0.11802671882050289,-0.057010382413864136,0.10334467887878418,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1557:14,1557,9,14,label_Hqql,label_Hqql,0.9942646622657776,2.5257856845855713,1.2553028418816294,1.318673849105835,0.22266187903707932,-0.22150331735610962,-0.02268463745713234,0.0,0.0,0.0,1.0,0.0,0.0
particle:1557:7,1557,10,7,label_Hqql,label_Hqql,0.9942646622657776,2.494342565536499,14.05923828736706,15.773764610290527,0.0772715960848802,-0.04895547032356262,0.05978512763977051,0.0,0.0,0.0,1.0,0.0,0.0
particle:1557:6,1557,11,6,label_Hqql,label_Hqql,0.9942646622657776,2.4614803791046143,16.99556708122225,18.973804473876953,0.07779349942978406,-0.060066789388656616,0.04943490028381348,1.0,1.0,0.0,0.0,0.0,0.0
particle:1557:12,1557,12,12,label_Hqql,label_Hqql,0.9942646622657776,2.4276020526885986,4.394805961847449,4.592644691467285,0.2429877875451522,-0.23899149894714355,-0.043887678533792496,0.0,0.0,1.0,0.0,0.0,0.0
particle:1557:10,1557,13,10,label_Hqql,label_Hqql,0.9942646622657776,2.421212673187256,6.817189472434118,7.62326192855835,0.09008153664787247,-0.056680887937545776,0.07001399993896484,1.0,1.0,0.0,0.0,0.0,0.0
particle:1557:9,1557,14,9,label_Hqql,label_Hqql,0.9942646622657776,2.3863141536712646,10.011889529472462,10.799467086791992,0.1521590814944191,-0.1438407301902771,0.049620866775512695,0.0,0.0,1.0,0.0,0.0,0.0
particle:1557:11,1557,15,11,label_Hqql,label_Hqql,0.9942646622657776,2.283750057220459,6.455241159297876,6.926340579986572,0.18332953659643955,-0.15873345732688904,0.09172463417053223,1.0,1.0,0.0,0.0,0.0,0.0
particle:1558:0,1558,1,0,label_Hqql,label_Hqql,0.9992827773094177,4.601725101470947,524.3685361337548,1252.911376953125,0.04611404723023995,-0.017714500427246094,0.042575836181640625,-1.0,0.0,0.0,0.0,0.0,1.0
particle:1558:1,1558,2,1,label_Hqql,label_Hqql,0.9992827773094177,2.7614693641662598,116.74588080297937,303.20953369140625,0.12655456371120238,0.07335078716278076,-0.10312962532043457,1.0,1.0,0.0,0.0,0.0,0.0
particle:1558:13,1558,3,13,label_Hqql,label_Hqql,0.9992827773094177,2.607792377471924,2.209022668168137,2.888932466506958,0.7750174125963677,-0.7691692113876343,0.09503006935119629,0.0,0.0,0.0,1.0,0.0,0.0
particle:1558:7,1558,4,7,label_Hqql,label_Hqql,0.9992827773094177,2.511500597000122,6.19585288945587,16.55586814880371,0.10513204615780428,0.10408782958984375,-0.014780759811401367,0.0,0.0,1.0,0.0,0.0,0.0
particle:1558:10,1558,5,10,label_Hqql,label_Hqql,0.9992827773094177,2.3874173164367676,3.7613944705876845,7.893791198730469,0.2955442137800386,-0.1627901792526245,-0.24666929244995117,0.0,0.0,1.0,0.0,0.0,0.0
particle:1558:17,1558,6,17,label_Hqql,label_Hqql,0.9992827773094177,2.3642661571502686,1.0999767794473074,3.2143125534057617,0.4843440182521479,0.19890427589416504,-0.4416177272796631,1.0,1.0,0.0,0.0,0.0,0.0
particle:1558:8,1558,7,8,label_Hqql,label_Hqql,0.9992827773094177,2.185267448425293,4.338550588226769,10.063308715820312,0.12037240663351177,-0.05060088634490967,-0.10922026634216309,1.0,1.0,0.0,0.0,0.0,0.0
particle:1558:14,1558,8,14,label_Hqql,label_Hqql,0.9992827773094177,2.060028314590454,2.1457951038399976,4.524129867553711,0.17793149056781396,-0.15807008743286133,-0.08169126510620117,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1558:16,1558,9,16,label_Hqql,label_Hqql,0.9992827773094177,2.0485806465148926,1.3409640581981488,2.820091724395752,0.17511276128677894,-0.1604093313217163,0.07023763656616211,0.0,0.0,0.0,1.0,0.0,0.0
particle:1558:9,1558,10,9,label_Hqql,label_Hqql,0.9992827773094177,2.025702476501465,4.167041800138142,8.451455116271973,0.40286804978912405,-0.2019968032836914,-0.3485684394836426,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1558:11,1558,11,11,label_Hqql,label_Hqql,0.9992827773094177,2.021817922592163,2.7022545745755293,6.836677551269531,0.1260113993970525,0.04465925693511963,-0.11783218383789062,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1558:15,1558,12,15,label_Hqql,label_Hqql,0.9992827773094177,2.0054638385772705,1.6110837813058483,2.9547948837280273,0.47374156253093386,-0.3195582628250122,-0.3497335910797119,0.0,0.0,0.0,1.0,0.0,0.0
particle:1558:3,1558,13,3,label_Hqql,label_Hqql,0.9992827773094177,1.9929592609405518,11.937569978074487,30.396316528320312,0.09776386656839517,0.051854729652404785,-0.08287858963012695,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1558:12,1558,14,12,label_Hqql,label_Hqql,0.9992827773094177,1.8708597421646118,2.67210371855706,6.850675106048584,0.1813701344266405,0.059310317039489746,-0.17139840126037598,0.0,0.0,0.0,1.0,0.0,0.0
particle:1558:6,1558,15,6,label_Hqql,label_Hqql,0.9992827773094177,1.8370023965835571,6.455833937162109,14.062698364257812,0.16415809177338098,-0.12069463729858398,-0.11126852035522461,1.0,1.0,0.0,0.0,0.0,0.0
particle:1558:2,1558,16,2,label_Hqql,label_Hqql,0.9992827773094177,1.8362247943878174,14.453718106186034,36.32582473754883,0.1415489640894942,0.03764700889587402,-0.13645076751708984,1.0,1.0,0.0,0.0,0.0,0.0
particle:1561:0,1561,1,0,label_Hqql,label_Hqql,0.9995713829994202,4.838169097900391,372.72481123138226,507.9313049316406,0.01155972263180379,-0.0113983154296875,0.0019249916076660156,1.0,0.0,0.0,0.0,1.0,0.0
particle:1561:2,1561,2,2,label_Hqql,label_Hqql,0.9995713829994202,2.7905590534210205,19.48973271673345,26.5269832611084,0.018359481023106007,-0.013211846351623535,0.012748241424560547,0.0,0.0,0.0,1.0,0.0,0.0
particle:1561:9,1561,3,9,label_Hqql,label_Hqql,0.9995713829994202,2.7545759677886963,7.243506549767655,10.026515007019043,0.011935326889022598,0.011393129825592041,0.003556489944458008,0.0,0.0,0.0,1.0,0.0,0.0
particle:1561:1,1561,4,1,label_Hqql,label_Hqql,0.9995713829994202,2.5526795387268066,21.635074311010417,28.6917667388916,0.05898675788725491,-0.05214053392410278,-0.027582645416259766,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1561:14,1561,5,14,label_Hqql,label_Hqql,0.9995713829994202,2.550604820251465,5.094807034842574,6.766871452331543,0.06995762569102064,-0.04980653524398804,-0.04912614822387695,0.0,0.0,0.0,1.0,0.0,0.0
particle:1561:26,1561,6,26,label_Hqql,label_Hqql,0.9995713829994202,2.550010919570923,2.5298195055587844,3.5978684425354004,0.08729575954452973,0.04998534917831421,-0.07156825065612793,0.0,0.0,0.0,1.0,0.0,0.0
particle:1561:31,1561,7,31,label_Hqql,label_Hqql,0.9995713829994202,2.5424370765686035,1.2146900144413646,1.6140413284301758,0.11728804567671965,-0.049145400524139404,-0.10649514198303223,0.0,0.0,0.0,1.0,0.0,0.0
particle:1561:29,1561,8,29,label_Hqql,label_Hqql,0.9995713829994202,2.504260301589966,1.6943474794698183,2.915919542312622,0.5121679617730315,0.2976183295249939,0.4168205261230469,1.0,1.0,0.0,0.0,0.0,0.0
particle:1561:8,1561,9,8,label_Hqql,label_Hqql,0.9995713829994202,2.4897873401641846,8.036777404501509,10.514724731445312,0.07300460431317375,-0.07293534278869629,0.003179311752319336,0.0,0.0,0.0,1.0,0.0,0.0
particle:1561:3,1561,10,3,label_Hqql,label_Hqql,0.9995713829994202,2.401792526245117,15.991099755649731,20.932931900024414,0.07233111126688557,-0.0721282958984375,-0.0054128170013427734,1.0,1.0,0.0,0.0,0.0,0.0
particle:1561:22,1561,11,22,label_Hqql,label_Hqql,0.9995713829994202,2.3339481353759766,2.897917548005602,4.890843868255615,0.34791049884457087,0.2744216322898865,0.21385622024536133,1.0,1.0,0.0,0.0,0.0,0.0
particle:1561:32,1561,12,32,label_Hqql,label_Hqql,0.9995713829994202,2.258528709411621,1.112305735497365,1.7602027654647827,0.19647911004754692,0.1934996247291565,-0.034087181091308594,0.0,0.0,0.0,1.0,0.0,0.0
particle:1561:23,1561,13,23,label_Hqql,label_Hqql,0.9995713829994202,2.2515597343444824,2.6922141021924126,3.5080132484436035,0.14962895933264125,-0.08048999309539795,-0.12613558769226074,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1561:5,1561,14,5,label_Hqql,label_Hqql,0.9995713829994202,2.2035129070281982,11.217260183524646,14.444948196411133,0.10974689514263192,-0.09788483381271362,-0.04962801933288574,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1561:10,1561,15,10,label_Hqql,label_Hqql,0.9995713829994202,2.18571138381958,6.705348411291927,8.506863594055176,0.12201684426930713,-0.12199270725250244,-0.0024268627166748047,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1561:28,1561,16,28,label_Hqql,label_Hqql,0.9995713829994202,2.169435739517212,2.3220109572210608,2.63358736038208,0.35498730803054834,-0.32689642906188965,0.13840055465698242,0.0,0.0,0.0,1.0,0.0,0.0
particle:1563:0,1563,1,0,label_Hqql,label_Hqql,0.9999996423721313,4.698948860168457,378.64829226926105,566.5582275390625,0.017136534664508634,-0.01451796293258667,-0.009104371070861816,-1.0,0.0,0.0,0.0,1.0,0.0
particle:1563:1,1563,2,1,label_Hqql,label_Hqql,0.9999996423721313,2.729180097579956,48.35616112964084,76.09649658203125,0.15511148450615347,0.051998019218444824,-0.14613616466522217,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1563:10,1563,3,10,label_Hqql,label_Hqql,0.9999996423721313,2.5691795349121094,7.919431681709416,12.47833251953125,0.07771964427255039,0.053557753562927246,-0.0563197135925293,1.0,1.0,0.0,0.0,0.0,0.0
particle:1563:9,1563,4,9,label_Hqql,label_Hqql,0.9999996423721313,2.5106828212738037,12.551224673462148,20.90131950378418,0.1679183449183757,0.12397909164428711,0.11325085163116455,0.0,0.0,1.0,0.0,0.0,0.0
particle:1563:7,1563,5,7,label_Hqql,label_Hqql,0.9999996423721313,2.501330614089966,13.334387759483688,17.81702423095703,0.4507508022222676,-0.17501795291900635,0.415385365486145,0.0,0.0,1.0,0.0,0.0,0.0
particle:1563:5,1563,6,5,label_Hqql,label_Hqql,0.9999996423721313,2.453516960144043,16.89389459463493,23.681001663208008,0.38099167528786315,-0.1048206090927124,0.36628854274749756,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1563:6,1563,7,6,label_Hqql,label_Hqql,0.9999996423721313,2.4390618801116943,16.437001346773187,26.031421661376953,0.11139706639632596,0.06020188331604004,-0.09372854232788086,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1563:12,1563,8,12,label_Hqql,label_Hqql,0.9999996423721313,2.4297103881835938,1.470089857878086,2.6608376502990723,0.2374019169099464,0.22430753707885742,0.07775473594665527,1.0,1.0,0.0,0.0,0.0,0.0
particle:1563:3,1563,9,3,label_Hqql,label_Hqql,0.9999996423721313,2.4143664836883545,19.219700352887195,27.307464599609375,0.35638271784638886,-0.08567631244659424,0.34593093395233154,1.0,1.0,0.0,0.0,0.0,0.0
particle:1563:11,1563,10,11,label_Hqql,label_Hqql,0.9999996423721313,2.346616506576538,2.0316084713627016,3.1886894702911377,0.1794748288177777,0.048595547676086426,-0.17277061939239502,0.0,0.0,0.0,1.0,0.0,0.0
particle:1563:2,1563,11,2,label_Hqql,label_Hqql,0.9999996423721313,2.339007616043091,19.79050039043095,31.031124114990234,0.1259083846487761,0.04729306697845459,-0.11668884754180908,1.0,1.0,0.0,0.0,0.0,0.0
particle:1563:4,1563,12,4,label_Hqql,label_Hqql,0.9999996423721313,2.2518022060394287,18.288021811829207,28.250045776367188,0.1384022789715553,0.027808308601379395,-0.13557982444763184,0.0,0.0,0.0,1.0,0.0,0.0
particle:1563:8,1563,13,8,label_Hqql,label_Hqql,0.9999996423721313,2.221935987472534,13.295189703859497,20.16421890258789,0.1421447211511426,0.0035805106163024902,-0.14209961891174316,0.0,0.0,0.0,1.0,0.0,0.0
particle:1565:0,1565,1,0,label_Hqql,label_Hqql,0.9999512434005737,4.728625297546387,423.72146530459173,423.8704833984375,0.02868935396274646,0.021809302270412445,0.018639564514160156,1.0,0.0,0.0,0.0,1.0,0.0
particle:1565:1,1565,2,1,label_Hqql,label_Hqql,0.9999512434005737,2.757214069366455,121.9587073696433,122.9513168334961,0.13594511337742976,-0.1322091966867447,-0.03165125846862793,0.0,0.0,0.0,1.0,0.0,0.0
particle:1565:13,1565,3,13,label_Hqql,label_Hqql,0.9999512434005737,2.7390851974487305,2.5096944836922903,2.5292370319366455,0.11620496189811289,0.1070447638630867,-0.045221805572509766,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1565:7,1565,4,7,label_Hqql,label_Hqql,0.9999512434005737,2.6876790523529053,9.244472526000223,9.250917434692383,0.04682778218460286,-0.04205070436000824,0.02060532569885254,0.0,0.0,1.0,0.0,0.0,0.0
particle:1565:8,1565,5,8,label_Hqql,label_Hqql,0.9999512434005737,2.501472234725952,8.717123492338123,8.71826171875,0.07217538964040836,-0.006932142656296492,-0.07184171676635742,-1.0,1.0,0.0,0.0,0.0,0.0
particle:1565:2,1565,6,2,label_Hqql,label_Hqql,0.9999512434005737,2.273430109024048,21.2995122351172,21.359766006469727,0.08012017762511497,-0.0796254500746727,-0.008889913558959961,1.0,1.0,0.0,0.0,0.0,0.0
particle:1565:20,1565,7,20,label_Hqql,label_Hqql,0.9999512434005737,2.267540454864502,1.118400266248171,1.1787022352218628,0.32741824817773274,0.32221537828445435,0.05813741683959961,0.0,0.0,0.0,1.0,0.0,0.0
particle:1565:18,1565,8,18,label_Hqql,label_Hqql,0.9999512434005737,2.2542247772216797,1.3241990792503398,1.3532389402389526,0.20895063396117863,0.20433640480041504,0.04366922378540039,0.0,0.0,0.0,1.0,0.0,0.0
particle:1565:19,1565,9,19,label_Hqql,label_Hqql,0.9999512434005737,2.239154815673828,1.212689909722292,1.2245547771453857,0.15786756914308614,-0.14448252320289612,-0.06361579895019531,0.0,0.0,0.0,1.0,0.0,0.0
particle:1565:16,1565,10,16,label_Hqql,label_Hqql,0.9999512434005737,2.2120556831359863,1.9390236245323653,1.9515588283538818,0.11915955367949674,-0.11835746467113495,-0.013802528381347656,0.0,0.0,0.0,1.0,0.0,0.0
particle:1565:17,1565,11,17,label_Hqql,label_Hqql,0.9999512434005737,2.1490800380706787,1.475490539788027,1.5063467025756836,0.2078727360342542,0.1994456648826599,-0.05858755111694336,0.0,0.0,0.0,1.0,0.0,0.0
particle:1565:3,1565,12,3,label_Hqql,label_Hqql,0.9999512434005737,2.1393396854400635,20.36682205910524,20.553085327148438,0.1432830443369015,-0.13968056440353394,-0.03192758560180664,-1.0,1.0,0.0,0.0,0.0,0.0
