event_idx,true,true_label,pred,pred_label,conf,pred_logit,super_max_particle_score,real_particles,effective_particles,top_particle_indices
967,5,label_Hqql,5,label_Hqql,0.9999159574508667,3.0484859943389893,4.405028343200684,22,44,"[0, 17, 1, 21, 2, 20, 4, 19, 14, 5, 9, 3]"
809,5,label_Hqql,5,label_Hqql,0.9980555772781372,4.182189464569092,4.404778957366943,32,59,"[0, 31, 1, 26, 21, 2, 8, 30, 27, 24, 17, 29]"
810,5,label_Hqql,5,label_Hqql,0.9612222909927368,4.294246196746826,4.3943963050842285,29,59,"[0, 6, 19, 9, 4, 14, 27, 28, 26, 2, 25, 24]"
928,5,label_Hqql,5,label_Hqql,0.7864165902137756,4.300707817077637,4.386582374572754,16,50,"[0, 14, 10, 12, 8, 11, 13, 15, 7, 6, 2, 1]"
790,5,label_Hqql,5,label_Hqql,0.9992827773094177,4.155911922454834,4.383131980895996,18,63,"[0, 1, 13, 7, 10, 17, 8, 14, 16, 9, 15, 11]"
926,5,label_Hqql,5,label_Hqql,0.9999943971633911,4.175199508666992,4.383105754852295,18,69,"[0, 16, 1, 10, 12, 14, 13, 17, 5, 3, 6, 2]"
789,5,label_Hqql,5,label_Hqql,0.9942646622657776,4.124399185180664,4.380448818206787,15,63,"[0, 1, 8, 2, 3, 13, 4, 5, 14, 7, 6, 12]"
952,5,label_Hqql,5,label_Hqql,0.9985945820808411,3.060138463973999,4.370419025421143,28,50,"[0, 12, 1, 19, 25, 27, 21, 26, 20, 7, 22, 15]"
943,5,label_Hqql,5,label_Hqql,0.8783115744590759,2.5461864471435547,4.3611369132995605,21,50,"[0, 15, 20, 18, 12, 17, 16, 19, 2, 9, 8, 14]"
818,5,label_Hqql,5,label_Hqql,0.9729625582695007,3.401231050491333,4.358124256134033,17,59,"[0, 1, 10, 14, 12, 7, 15, 16, 13, 6, 9, 11]"
1429,9,label_Tbl,9,label_Tbl,0.951740026473999,1.9180421829223633,4.352969169616699,22,69,"[0, 16, 1, 18, 21, 13, 20, 6, 17, 12, 8, 14]"
875,5,label_Hqql,5,label_Hqql,0.9999796152114868,3.6575722694396973,4.3516526222229,21,47,"[0, 1, 20, 17, 18, 2, 4, 16, 6, 9, 19, 15]"
854,5,label_Hqql,5,label_Hqql,0.9999631643295288,4.513338088989258,4.34761381149292,18,54,"[0, 1, 3, 13, 15, 14, 16, 8, 7, 2, 11, 9]"
968,5,label_Hqql,5,label_Hqql,0.8952940702438354,3.4168999195098877,4.347124099731445,39,44,"[0, 36, 6, 38, 4, 1, 20, 3, 7, 22, 5, 33]"
1410,9,label_Tbl,9,label_Tbl,1.0,-3.977949619293213,4.345274925231934,21,69,"[0, 20, 1, 4, 14, 18, 11, 17, 10, 19, 15, 12]"
1356,9,label_Tbl,9,label_Tbl,0.9999035596847534,6.802558898925781,4.345045566558838,18,57,"[0, 7, 16, 15, 17, 10, 14, 13, 11, 12, 8, 2]"
1019,5,label_Hqql,5,label_Hqql,0.9996482133865356,3.490403652191162,4.340425968170166,24,55,"[0, 1, 13, 11, 21, 20, 2, 19, 5, 14, 15, 4]"
1434,9,label_Tbl,9,label_Tbl,0.6718581318855286,2.5345590114593506,4.337498664855957,46,69,"[0, 23, 31, 33, 43, 22, 39, 44, 11, 38, 37, 1]"
1493,9,label_Tbl,9,label_Tbl,0.9999953508377075,5.972280502319336,4.335227012634277,18,73,"[0, 1, 2, 17, 16, 10, 13, 15, 14, 7, 12, 8]"
1294,9,label_Tbl,9,label_Tbl,0.999996542930603,5.462751865386963,4.323391437530518,24,76,"[0, 23, 22, 20, 1, 9, 21, 19, 8, 18, 7, 12]"
903,5,label_Hqql,5,label_Hqql,0.9640886783599854,3.6055490970611572,4.321870803833008,21,69,"[0, 17, 1, 11, 4, 2, 16, 13, 5, 10, 20, 19]"
1485,9,label_Tbl,9,label_Tbl,0.9999517202377319,6.306739330291748,4.3215107917785645,21,73,"[0, 1, 15, 18, 20, 2, 19, 17, 16, 10, 4, 12]"
2379,6,label_Zqq,7,label_Wqq,0.7200135588645935,-1.0209859609603882,4.32062292098999,23,78,"[0, 19, 22, 2, 1, 3, 9, 18, 7, 6, 15, 4]"
857,5,label_Hqql,5,label_Hqql,0.9999897480010986,2.9988696575164795,4.318915367126465,24,54,"[0, 1, 23, 2, 19, 12, 5, 4, 3, 21, 22, 20]"
862,5,label_Hqql,5,label_Hqql,0.9355071187019348,2.2718698978424072,4.312381744384766,40,54,"[0, 37, 18, 15, 9, 38, 23, 35, 39, 31, 27, 30]"
1509,9,label_Tbl,9,label_Tbl,0.9999442100524902,4.797690391540527,4.308061122894287,22,38,"[0, 19, 4, 8, 1, 12, 16, 14, 6, 11, 3, 15]"
1492,9,label_Tbl,9,label_Tbl,0.9999988079071045,3.810657501220703,4.307469367980957,24,73,"[0, 23, 9, 19, 21, 1, 8, 22, 11, 20, 6, 14]"
1476,9,label_Tbl,5,label_Hqql,0.9812347292900085,3.9430315494537354,4.305108547210693,17,73,"[0, 11, 14, 15, 12, 2, 16, 8, 9, 1, 7, 6]"
1486,9,label_Tbl,9,label_Tbl,0.9998478889465332,6.860245227813721,4.305064678192139,13,73,"[0, 3, 12, 2, 1, 7, 9, 4, 6, 10, 8, 11]"
1496,9,label_Tbl,9,label_Tbl,0.9999932050704956,3.588134765625,4.304383754730225,33,73,"[0, 23, 29, 32, 21, 31, 27, 20, 22, 28, 24, 30]"
820,5,label_Hqql,5,label_Hqql,0.8620741963386536,2.619985818862915,4.302672863006592,33,59,"[0, 1, 20, 24, 29, 32, 27, 17, 25, 31, 30, 8]"
977,5,label_Hqql,5,label_Hqql,0.9980839490890503,4.863973140716553,4.29985237121582,18,44,"[0, 6, 9, 5, 1, 11, 8, 13, 12, 10, 15, 16]"
1287,9,label_Tbl,9,label_Tbl,1.0,1.4054656028747559,4.297880172729492,31,76,"[0, 7, 12, 18, 20, 27, 3, 14, 13, 1, 10, 9]"
874,5,label_Hqql,5,label_Hqql,0.9999706745147705,3.379487991333008,4.29525899887085,16,47,"[0, 1, 6, 2, 15, 5, 4, 8, 14, 10, 11, 7]"
846,5,label_Hqql,5,label_Hqql,0.9993769526481628,2.8879950046539307,4.291214942932129,24,54,"[0, 11, 1, 22, 20, 14, 16, 10, 6, 12, 5, 13]"
855,5,label_Hqql,5,label_Hqql,0.999995231628418,3.175077199935913,4.288482666015625,23,54,"[0, 1, 2, 6, 22, 17, 20, 13, 15, 18, 21, 12]"
987,5,label_Hqql,5,label_Hqql,0.851045548915863,2.688617467880249,4.286453723907471,38,44,"[0, 1, 37, 4, 16, 11, 35, 27, 14, 34, 3, 33]"
1316,9,label_Tbl,9,label_Tbl,1.0,1.523951768875122,4.272583961486816,23,66,"[0, 3, 1, 12, 2, 9, 7, 19, 15, 6, 4, 21]"
1387,9,label_Tbl,9,label_Tbl,0.7712481021881104,1.8558003902435303,4.253146171569824,47,63,"[0, 45, 15, 31, 44, 41, 42, 40, 18, 29, 27, 46]"
785,5,label_Hqql,5,label_Hqql,0.9904475212097168,4.441457748413086,4.252216815948486,25,63,"[0, 1, 16, 7, 2, 3, 22, 20, 11, 23, 14, 17]"
1348,9,label_Tbl,9,label_Tbl,0.9999995231628418,1.9185154438018799,4.252160549163818,18,57,"[0, 4, 10, 14, 2, 1, 8, 3, 5, 17, 12, 9]"
1362,9,label_Tbl,9,label_Tbl,0.9999901056289673,4.58643102645874,4.249076843261719,31,57,"[0, 4, 27, 29, 23, 22, 21, 8, 20, 16, 28, 14]"
1423,9,label_Tbl,9,label_Tbl,0.9999998807907104,2.7106237411499023,4.247530460357666,15,69,"[0, 9, 13, 8, 1, 5, 2, 14, 10, 3, 4, 6]"
1506,9,label_Tbl,9,label_Tbl,1.0,3.1254782676696777,4.242579460144043,20,38,"[0, 4, 18, 16, 5, 14, 19, 15, 7, 1, 3, 13]"
796,5,label_Hqql,5,label_Hqql,0.9999499320983887,-1.3806387186050415,4.242001056671143,17,63,"[0, 8, 15, 9, 1, 3, 2, 12, 14, 11, 4, 13]"
1468,9,label_Tbl,9,label_Tbl,1.0,0.9484260082244873,4.240090847015381,19,55,"[0, 1, 7, 9, 11, 15, 14, 17, 13, 2, 16, 8]"
949,5,label_Hqql,5,label_Hqql,0.9999692440032959,3.7796199321746826,4.239356517791748,19,50,"[0, 1, 14, 16, 11, 18, 2, 10, 5, 7, 17, 15]"
1535,9,label_Tbl,9,label_Tbl,0.8967874646186829,3.3554749488830566,4.237298011779785,29,38,"[0, 2, 21, 9, 24, 23, 1, 27, 25, 17, 26, 5]"
1837,7,label_Wqq,6,label_Zqq,0.480549693107605,-1.0222066640853882,4.233418941497803,43,53,"[0, 42, 1, 13, 23, 2, 4, 3, 14, 35, 21, 40]"
1414,9,label_Tbl,9,label_Tbl,0.9865466356277466,0.8850626945495605,4.221970558166504,69,69,"[0, 38, 67, 36, 68, 66, 28, 6, 51, 10, 33, 62]"
1483,9,label_Tbl,9,label_Tbl,0.9999655485153198,7.114241600036621,4.221884727478027,15,73,"[0, 14, 10, 13, 4, 12, 1, 3, 11, 5, 2, 7]"
881,5,label_Hqql,5,label_Hqql,0.9974549412727356,3.1432883739471436,4.2178263664245605,21,47,"[0, 16, 11, 19, 4, 13, 17, 20, 8, 2, 7, 12]"
872,5,label_Hqql,5,label_Hqql,0.9944373369216919,0.530998706817627,4.2137451171875,30,47,"[0, 26, 23, 2, 27, 13, 3, 16, 5, 1, 15, 10]"
1451,9,label_Tbl,9,label_Tbl,0.9997144341468811,1.5401220321655273,4.210775375366211,18,55,"[0, 17, 1, 16, 2, 11, 8, 12, 15, 7, 13, 14]"
1018,5,label_Hqql,5,label_Hqql,0.9992672801017761,2.5566327571868896,4.209954261779785,24,55,"[0, 1, 22, 23, 2, 4, 6, 3, 18, 11, 16, 7]"
871,5,label_Hqql,5,label_Hqql,0.9998352527618408,3.0151073932647705,4.207935333251953,28,47,"[0, 1, 26, 2, 24, 16, 10, 3, 18, 20, 22, 7]"
873,5,label_Hqql,5,label_Hqql,0.9917801022529602,1.6307862997055054,4.200157642364502,23,47,"[0, 3, 22, 2, 10, 20, 1, 4, 17, 5, 6, 13]"
