src,dst,type,gate_abs_grad,patch_acc_drop,super_max_particle_score,conf,rank,super_score,score,pt,deltaR
event:797,class:label_Hqql,event_predicted_as,,,,0.9999512434005737,,,,,
run:all_head_supertrace:v1:latest,event:937,run_has_event,,,4.503199100494385,,,,,,
event:937,class:label_Hqql,event_predicted_as,,,,0.9911550283432007,,,,,
run:all_head_supertrace:v1:latest,event:921,run_has_event,,,4.500467300415039,,,,,,
event:921,class:label_Hqql,event_predicted_as,,,,0.9999858140945435,,,,,
run:all_head_supertrace:v1:latest,event:954,run_has_event,,,4.489121437072754,,,,,,
event:954,class:label_Hqql,event_predicted_as,,,,0.9999850988388062,,,,,
run:all_head_supertrace:v1:latest,event:905,run_has_event,,,4.487154960632324,,,,,,
event:905,class:label_Hqql,event_predicted_as,,,,0.9979046583175659,,,,,
run:all_head_supertrace:v1:latest,event:793,run_has_event,,,4.481191635131836,,,,,,
event:793,class:label_Hqql,event_predicted_as,,,,0.9995713829994202,,,,,
run:all_head_supertrace:v1:latest,event:892,run_has_event,,,4.4810943603515625,,,,,,
event:892,class:label_Hqql,event_predicted_as,,,,0.99868243932724,,,,,
run:all_head_supertrace:v1:latest,event:795,run_has_event,,,4.4722700119018555,,,,,,
event:795,class:label_Hqql,event_predicted_as,,,,0.9999996423721313,,,,,
run:all_head_supertrace:v1:latest,event:966,run_has_event,,,4.467945098876953,,,,,,
event:966,class:label_Hqql,event_predicted_as,,,,0.9995831847190857,,,,,
run:all_head_supertrace:v1:latest,event:784,run_has_event,,,4.466300964355469,,,,,,
event:784,class:label_Hqql,event_predicted_as,,,,0.9504872560501099,,,,,
run:all_head_supertrace:v1:latest,event:1291,run_has_event,,,4.44416618347168,,,,,,
event:1291,class:label_Tbl,event_predicted_as,,,,0.9998583793640137,,,,,
run:all_head_supertrace:v1:latest,event:1475,run_has_event,,,4.437465667724609,,,,,,
event:1475,class:label_Tbl,event_predicted_as,,,,0.9986506104469299,,,,,
run:all_head_supertrace:v1:latest,event:1009,run_has_event,,,4.428463935852051,,,,,,
event:1009,class:label_Hqql,event_predicted_as,,,,0.970779299736023,,,,,
run:all_head_supertrace:v1:latest,event:774,run_has_event,,,4.4253435134887695,,,,,,
event:774,class:label_Hqql,event_predicted_as,,,,0.9999284744262695,,,,,
run:all_head_supertrace:v1:latest,event:1324,run_has_event,,,4.406231880187988,,,,,,
event:1324,class:label_Tbl,event_predicted_as,,,,0.9999998807907104,,,,,
run:all_head_supertrace:v1:latest,event:967,run_has_event,,,4.405028343200684,,,,,,
event:967,class:label_Hqql,event_predicted_as,,,,0.9999159574508667,,,,,
run:all_head_supertrace:v1:latest,event:809,run_has_event,,,4.404778957366943,,,,,,
event:809,class:label_Hqql,event_predicted_as,,,,0.9980555772781372,,,,,
run:all_head_supertrace:v1:latest,event:810,run_has_event,,,4.3943963050842285,,,,,,
event:810,class:label_Hqql,event_predicted_as,,,,0.9612222909927368,,,,,
run:all_head_supertrace:v1:latest,event:928,run_has_event,,,4.386582374572754,,,,,,
event:928,class:label_Hqql,event_predicted_as,,,,0.7864165902137756,,,,,
run:all_head_supertrace:v1:latest,event:790,run_has_event,,,4.383131980895996,,,,,,
event:790,class:label_Hqql,event_predicted_as,,,,0.9992827773094177,,,,,
run:all_head_supertrace:v1:latest,event:926,run_has_event,,,4.383105754852295,,,,,,
event:926,class:label_Hqql,event_predicted_as,,,,0.9999943971633911,,,,,
run:all_head_supertrace:v1:latest,event:789,run_has_event,,,4.380448818206787,,,,,,
event:789,class:label_Hqql,event_predicted_as,,,,0.9942646622657776,,,,,
run:all_head_supertrace:v1:latest,event:952,run_has_event,,,4.370419025421143,,,,,,
event:952,class:label_Hqql,event_predicted_as,,,,0.9985945820808411,,,,,
run:all_head_supertrace:v1:latest,event:943,run_has_event,,,4.3611369132995605,,,,,,
event:943,class:label_Hqql,event_predicted_as,,,,0.8783115744590759,,,,,
run:all_head_supertrace:v1:latest,event:818,run_has_event,,,4.358124256134033,,,,,,
event:818,class:label_Hqql,event_predicted_as,,,,0.9729625582695007,,,,,
run:all_head_supertrace:v1:latest,event:1429,run_has_event,,,4.352969169616699,,,,,,
event:1429,class:label_Tbl,event_predicted_as,,,,0.951740026473999,,,,,
run:all_head_supertrace:v1:latest,event:875,run_has_event,,,4.3516526222229,,,,,,
event:875,class:label_Hqql,event_predicted_as,,,,0.9999796152114868,,,,,
run:all_head_supertrace:v1:latest,event:854,run_has_event,,,4.34761381149292,,,,,,
event:854,class:label_Hqql,event_predicted_as,,,,0.9999631643295288,,,,,
run:all_head_supertrace:v1:latest,event:968,run_has_event,,,4.347124099731445,,,,,,
event:968,class:label_Hqql,event_predicted_as,,,,0.8952940702438354,,,,,
run:all_head_supertrace:v1:latest,event:1410,run_has_event,,,4.345274925231934,,,,,,
event:1410,class:label_Tbl,event_predicted_as,,,,1.0,,,,,
run:all_head_supertrace:v1:latest,event:1356,run_has_event,,,4.345045566558838,,,,,,
event:1356,class:label_Tbl,event_predicted_as,,,,0.9999035596847534,,,,,
run:all_head_supertrace:v1:latest,event:1019,run_has_event,,,4.340425968170166,,,,,,
event:1019,class:label_Hqql,event_predicted_as,,,,0.9996482133865356,,,,,
run:all_head_supertrace:v1:latest,event:1434,run_has_event,,,4.337498664855957,,,,,,
event:1434,class:label_Tbl,event_predicted_as,,,,0.6718581318855286,,,,,
run:all_head_supertrace:v1:latest,event:1493,run_has_event,,,4.335227012634277,,,,,,
event:1493,class:label_Tbl,event_predicted_as,,,,0.9999953508377075,,,,,
run:all_head_supertrace:v1:latest,event:1294,run_has_event,,,4.323391437530518,,,,,,
event:1294,class:label_Tbl,event_predicted_as,,,,0.999996542930603,,,,,
run:all_head_supertrace:v1:latest,event:903,run_has_event,,,4.321870803833008,,,,,,
event:903,class:label_Hqql,event_predicted_as,,,,0.9640886783599854,,,,,
run:all_head_supertrace:v1:latest,event:1485,run_has_event,,,4.3215107917785645,,,,,,
event:1485,class:label_Tbl,event_predicted_as,,,,0.9999517202377319,,,,,
run:all_head_supertrace:v1:latest,event:2379,run_has_event,,,4.32062292098999,,,,,,
event:2379,class:label_Wqq,event_predicted_as,,,,0.7200135588645935,,,,,
run:all_head_supertrace:v1:latest,event:857,run_has_event,,,4.318915367126465,,,,,,
event:857,class:label_Hqql,event_predicted_as,,,,0.9999897480010986,,,,,
run:all_head_supertrace:v1:latest,event:862,run_has_event,,,4.312381744384766,,,,,,
event:862,class:label_Hqql,event_predicted_as,,,,0.9355071187019348,,,,,
run:all_head_supertrace:v1:latest,event:1509,run_has_event,,,4.308061122894287,,,,,,
event:1509,class:label_Tbl,event_predicted_as,,,,0.9999442100524902,,,,,
run:all_head_supertrace:v1:latest,event:1492,run_has_event,,,4.307469367980957,,,,,,
event:1492,class:label_Tbl,event_predicted_as,,,,0.9999988079071045,,,,,
run:all_head_supertrace:v1:latest,event:1476,run_has_event,,,4.305108547210693,,,,,,
event:1476,class:label_Hqql,event_predicted_as,,,,0.9812347292900085,,,,,
run:all_head_supertrace:v1:latest,event:1486,run_has_event,,,4.305064678192139,,,,,,
event:1486,class:label_Tbl,event_predicted_as,,,,0.9998478889465332,,,,,
run:all_head_supertrace:v1:latest,event:1496,run_has_event,,,4.304383754730225,,,,,,
event:1496,class:label_Tbl,event_predicted_as,,,,0.9999932050704956,,,,,
run:all_head_supertrace:v1:latest,event:820,run_has_event,,,4.302672863006592,,,,,,
event:820,class:label_Hqql,event_predicted_as,,,,0.8620741963386536,,,,,
run:all_head_supertrace:v1:latest,event:977,run_has_event,,,4.29985237121582,,,,,,
event:977,class:label_Hqql,event_predicted_as,,,,0.9980839490890503,,,,,
run:all_head_supertrace:v1:latest,event:1287,run_has_event,,,4.297880172729492,,,,,,
event:1287,class:label_Tbl,event_predicted_as,,,,1.0,,,,,
run:all_head_supertrace:v1:latest,event:874,run_has_event,,,4.29525899887085,,,,,,
event:874,class:label_Hqql,event_predicted_as,,,,0.9999706745147705,,,,,
run:all_head_supertrace:v1:latest,event:846,run_has_event,,,4.291214942932129,,,,,,
event:846,class:label_Hqql,event_predicted_as,,,,0.9993769526481628,,,,,
run:all_head_supertrace:v1:latest,event:855,run_has_event,,,4.288482666015625,,,,,,
event:855,class:label_Hqql,event_predicted_as,,,,0.999995231628418,,,,,
run:all_head_supertrace:v1:latest,event:987,run_has_event,,,4.286453723907471,,,,,,
event:987,class:label_Hqql,event_predicted_as,,,,0.851045548915863,,,,,
run:all_head_supertrace:v1:latest,event:1316,run_has_event,,,4.272583961486816,,,,,,
event:1316,class:label_Tbl,event_predicted_as,,,,1.0,,,,,
run:all_head_supertrace:v1:latest,event:1387,run_has_event,,,4.253146171569824,,,,,,
event:1387,class:label_Tbl,event_predicted_as,,,,0.7712481021881104,,,,,
run:all_head_supertrace:v1:latest,event:785,run_has_event,,,4.252216815948486,,,,,,
event:785,class:label_Hqql,event_predicted_as,,,,0.9904475212097168,,,,,
run:all_head_supertrace:v1:latest,event:1348,run_has_event,,,4.252160549163818,,,,,,
event:1348,class:label_Tbl,event_predicted_as,,,,0.9999995231628418,,,,,
run:all_head_supertrace:v1:latest,event:1362,run_has_event,,,4.249076843261719,,,,,,
event:1362,class:label_Tbl,event_predicted_as,,,,0.9999901056289673,,,,,
run:all_head_supertrace:v1:latest,event:1423,run_has_event,,,4.247530460357666,,,,,,
event:1423,class:label_Tbl,event_predicted_as,,,,0.9999998807907104,,,,,
run:all_head_supertrace:v1:latest,event:1506,run_has_event,,,4.242579460144043,,,,,,
event:1506,class:label_Tbl,event_predicted_as,,,,1.0,,,,,
run:all_head_supertrace:v1:latest,event:796,run_has_event,,,4.242001056671143,,,,,,
event:796,class:label_Hqql,event_predicted_as,,,,0.9999499320983887,,,,,
run:all_head_supertrace:v1:latest,event:1468,run_has_event,,,4.240090847015381,,,,,,
event:1468,class:label_Tbl,event_predicted_as,,,,1.0,,,,,
run:all_head_supertrace:v1:latest,event:949,run_has_event,,,4.239356517791748,,,,,,
event:949,class:label_Hqql,event_predicted_as,,,,0.9999692440032959,,,,,
run:all_head_supertrace:v1:latest,event:1535,run_has_event,,,4.237298011779785,,,,,,
event:1535,class:label_Tbl,event_predicted_as,,,,0.8967874646186829,,,,,
run:all_head_supertrace:v1:latest,event:1837,run_has_event,,,4.233418941497803,,,,,,
event:1837,class:label_Zqq,event_predicted_as,,,,0.480549693107605,,,,,
run:all_head_supertrace:v1:latest,event:1414,run_has_event,,,4.221970558166504,,,,,,
event:1414,class:label_Tbl,event_predicted_as,,,,0.9865466356277466,,,,,
run:all_head_supertrace:v1:latest,event:1483,run_has_event,,,4.221884727478027,,,,,,
event:1483,class:label_Tbl,event_predicted_as,,,,0.9999655485153198,,,,,
run:all_head_supertrace:v1:latest,event:881,run_has_event,,,4.2178263664245605,,,,,,
event:881,class:label_Hqql,event_predicted_as,,,,0.9974549412727356,,,,,
run:all_head_supertrace:v1:latest,event:872,run_has_event,,,4.2137451171875,,,,,,
event:872,class:label_Hqql,event_predicted_as,,,,0.9944373369216919,,,,,
run:all_head_supertrace:v1:latest,event:1451,run_has_event,,,4.210775375366211,,,,,,
event:1451,class:label_Tbl,event_predicted_as,,,,0.9997144341468811,,,,,
run:all_head_supertrace:v1:latest,event:1018,run_has_event,,,4.209954261779785,,,,,,
event:1018,class:label_Hqql,event_predicted_as,,,,0.9992672801017761,,,,,
run:all_head_supertrace:v1:latest,event:871,run_has_event,,,4.207935333251953,,,,,,
event:871,class:label_Hqql,event_predicted_as,,,,0.9998352527618408,,,,,
run:all_head_supertrace:v1:latest,event:873,run_has_event,,,4.200157642364502,,,,,,
event:873,class:label_Hqql,event_predicted_as,,,,0.9917801022529602,,,,,
run:all_head_supertrace:v1:latest,event:1427,run_has_event,,,4.198822975158691,,,,,,
event:1427,class:label_Tbl,event_predicted_as,,,,0.9982197880744934,,,,,
run:all_head_supertrace:v1:latest,event:1344,run_has_event,,,4.196662425994873,,,,,,
event:1344,class:label_Tbl,event_predicted_as,,,,0.9937971830368042,,,,,
run:all_head_supertrace:v1:latest,event:947,run_has_event,,,4.193037033081055,,,,,,
event:947,class:label_Hqql,event_predicted_as,,,,0.9436970353126526,,,,,
run:all_head_supertrace:v1:latest,event:950,run_has_event,,,4.190698623657227,,,,,,
event:950,class:label_Hqql,event_predicted_as,,,,0.999446451663971,,,,,
run:all_head_supertrace:v1:latest,event:1824,run_has_event,,,4.1898603439331055,,,,,,
event:1824,class:label_Wqq,event_predicted_as,,,,0.7663268446922302,,,,,
run:all_head_supertrace:v1:latest,event:1499,run_has_event,,,4.188712120056152,,,,,,
event:1499,class:label_Tbl,event_predicted_as,,,,0.7965450882911682,,,,,
run:all_head_supertrace:v1:latest,event:2117,run_has_event,,,4.180958271026611,,,,,,
event:2117,class:label_QCD,event_predicted_as,,,,0.9999281167984009,,,,,
run:all_head_supertrace:v1:latest,event:1372,run_has_event,,,4.1785807609558105,,,,,,
event:1372,class:label_Tbl,event_predicted_as,,,,0.9999347925186157,,,,,
run:all_head_supertrace:v1:latest,event:1404,run_has_event,,,4.177798271179199,,,,,,
event:1404,class:label_Tbl,event_predicted_as,,,,1.0,,,,,
run:all_head_supertrace:v1:latest,event:1525,run_has_event,,,4.1773786544799805,,,,,,
event:1525,class:label_Tbl,event_predicted_as,,,,0.9999741315841675,,,,,
run:all_head_supertrace:v1:latest,event:839,run_has_event,,,4.167604446411133,,,,,,
event:839,class:label_Hqql,event_predicted_as,,,,0.9971824884414673,,,,,
run:all_head_supertrace:v1:latest,event:1504,run_has_event,,,4.167220115661621,,,,,,
event:1504,class:label_Tbl,event_predicted_as,,,,0.9974276423454285,,,,,
run:all_head_supertrace:v1:latest,event:1300,run_has_event,,,4.167104244232178,,,,,,
event:1300,class:label_Tbl,event_predicted_as,,,,0.9998855590820312,,,,,
run:all_head_supertrace:v1:latest,event:2238,run_has_event,,,4.166931629180908,,,,,,
event:2238,class:label_QCD,event_predicted_as,,,,0.9335124492645264,,,,,
run:all_head_supertrace:v1:latest,event:1474,run_has_event,,,4.165884017944336,,,,,,
event:1474,class:label_Tbl,event_predicted_as,,,,0.999911904335022,,,,,
run:all_head_supertrace:v1:latest,event:1519,run_has_event,,,4.154462814331055,,,,,,
event:1519,class:label_Tbl,event_predicted_as,,,,0.9169783592224121,,,,,
run:all_head_supertrace:v1:latest,event:1363,run_has_event,,,4.152470588684082,,,,,,
event:1363,class:label_Hqql,event_predicted_as,,,,0.5286086201667786,,,,,
run:all_head_supertrace:v1:latest,event:1359,run_has_event,,,4.149241924285889,,,,,,
event:1359,class:label_Tbl,event_predicted_as,,,,0.9620976448059082,,,,,
run:all_head_supertrace:v1:latest,event:1999,run_has_event,,,4.145230770111084,,,,,,
event:1999,class:label_Wqq,event_predicted_as,,,,0.5102263689041138,,,,,
run:all_head_supertrace:v1:latest,event:2514,run_has_event,,,4.143346786499023,,,,,,
event:2514,class:label_Wqq,event_predicted_as,,,,0.4046919345855713,,,,,
run:all_head_supertrace:v1:latest,event:868,run_has_event,,,4.142239093780518,,,,,,
event:868,class:label_Hqql,event_predicted_as,,,,0.9983516931533813,,,,,
run:all_head_supertrace:v1:latest,event:1315,run_has_event,,,4.132997989654541,,,,,,
event:1315,class:label_Tbl,event_predicted_as,,,,0.9999822378158569,,,,,
run:all_head_supertrace:v1:latest,event:1386,run_has_event,,,4.130491256713867,,,,,,
event:1386,class:label_Tbl,event_predicted_as,,,,0.9999628067016602,,,,,
run:all_head_supertrace:v1:latest,event:1412,run_has_event,,,4.127763271331787,,,,,,
event:1412,class:label_Tbl,event_predicted_as,,,,1.0,,,,,
run:all_head_supertrace:v1:latest,event:1322,run_has_event,,,4.112597465515137,,,,,,
event:1322,class:label_Tbl,event_predicted_as,,,,0.9999998807907104,,,,,
run:all_head_supertrace:v1:latest,event:1388,run_has_event,,,4.1109538078308105,,,,,,
event:1388,class:label_Tbl,event_predicted_as,,,,0.9999998807907104,,,,,
run:all_head_supertrace:v1:latest,event:781,run_has_event,,,4.11002254486084,,,,,,
event:781,class:label_Hqql,event_predicted_as,,,,0.9996947050094604,,,,,
run:all_head_supertrace:v1:latest,event:1930,run_has_event,,,4.097206115722656,,,,,,
event:1930,class:label_Wqq,event_predicted_as,,,,0.8149542808532715,,,,,
run:all_head_supertrace:v1:latest,event:1012,run_has_event,,,4.09487771987915,,,,,,
event:1012,class:label_Hqql,event_predicted_as,,,,0.7935882806777954,,,,,
run:all_head_supertrace:v1:latest,event:971,run_has_event,,,4.09454345703125,,,,,,
event:971,class:label_Hqql,event_predicted_as,,,,0.993024468421936,,,,,
run:all_head_supertrace:v1:latest,event:1418,run_has_event,,,4.090401649475098,,,,,,
event:1418,class:label_Tbl,event_predicted_as,,,,0.9999992847442627,,,,,
run:all_head_supertrace:v1:latest,event:1823,run_has_event,,,4.090138912200928,,,,,,
event:1823,class:label_Zqq,event_predicted_as,,,,0.7806323170661926,,,,,
run:all_head_supertrace:v1:latest,event:962,run_has_event,,,4.086246490478516,,,,,,
event:962,class:label_Hqql,event_predicted_as,,,,0.9899100661277771,,,,,
run:all_head_supertrace:v1:latest,event:1289,run_has_event,,,4.074702262878418,,,,,,
event:1289,class:label_Tbl,event_predicted_as,,,,0.999985933303833,,,,,
run:all_head_supertrace:v1:latest,event:838,run_has_event,,,4.073897838592529,,,,,,
event:838,class:label_Hqql,event_predicted_as,,,,0.9759257435798645,,,,,
run:all_head_supertrace:v1:latest,event:1516,run_has_event,,,4.0724358558654785,,,,,,
event:1516,class:label_Tbl,event_predicted_as,,,,0.9999170303344727,,,,,
run:all_head_supertrace:v1:latest,event:822,run_has_event,,,4.07020902633667,,,,,,
event:822,class:label_Hqql,event_predicted_as,,,,0.9179022908210754,,,,,
run:all_head_supertrace:v1:latest,event:1345,run_has_event,,,4.070184230804443,,,,,,
event:1345,class:label_Tbl,event_predicted_as,,,,0.9997449517250061,,,,,
run:all_head_supertrace:v1:latest,event:1328,run_has_event,,,4.0673651695251465,,,,,,
event:1328,class:label_Tbl,event_predicted_as,,,,0.9970056414604187,,,,,
run:all_head_supertrace:v1:latest,event:826,run_has_event,,,4.065916538238525,,,,,,
event:826,class:label_Hqql,event_predicted_as,,,,0.9998456239700317,,,,,
event:774,particle:774:0,event_has_top_particle,,,,,1,4.4253435134887695,,,
event:774,particle:774:15,event_has_top_particle,,,,,2,2.551597833633423,,,
event:774,particle:774:13,event_has_top_particle,,,,,3,2.3875937461853027,,,
event:774,particle:774:25,event_has_top_particle,,,,,4,2.3033339977264404,,,
event:774,particle:774:5,event_has_top_particle,,,,,5,2.2981326580047607,,,
event:774,particle:774:19,event_has_top_particle,,,,,6,2.296712875366211,,,
event:774,particle:774:2,event_has_top_particle,,,,,7,2.284032106399536,,,
event:774,particle:774:1,event_has_top_particle,,,,,8,2.2385003566741943,,,
event:774,particle:774:17,event_has_top_particle,,,,,9,2.1876630783081055,,,
event:774,particle:774:18,event_has_top_particle,,,,,10,2.1504387855529785,,,
event:774,particle:774:24,event_has_top_particle,,,,,11,2.1429784297943115,,,
event:774,particle:774:3,event_has_top_particle,,,,,12,2.1324217319488525,,,
event:774,particle:774:21,event_has_top_particle,,,,,13,2.1265883445739746,,,
event:774,particle:774:9,event_has_top_particle,,,,,14,2.0905985832214355,,,
event:774,particle:774:23,event_has_top_particle,,,,,15,2.0333821773529053,,,
event:774,particle:774:8,event_has_top_particle,,,,,16,1.968984842300415,,,
event:781,particle:781:0,event_has_top_particle,,,,,1,4.11002254486084,,,
event:781,particle:781:1,event_has_top_particle,,,,,2,3.002990961074829,,,
event:781,particle:781:2,event_has_top_particle,,,,,3,2.578791618347168,,,
event:781,particle:781:4,event_has_top_particle,,,,,4,2.564030408859253,,,
event:781,particle:781:14,event_has_top_particle,,,,,5,2.3823390007019043,,,
event:781,particle:781:3,event_has_top_particle,,,,,6,2.381221294403076,,,
event:781,particle:781:19,event_has_top_particle,,,,,7,2.3519954681396484,,,
event:781,particle:781:16,event_has_top_particle,,,,,8,2.341898202896118,,,
event:781,particle:781:15,event_has_top_particle,,,,,9,2.3279359340667725,,,
event:781,particle:781:11,event_has_top_particle,,,,,10,2.257819652557373,,,
event:781,particle:781:18,event_has_top_particle,,,,,11,2.253114938735962,,,
event:781,particle:781:9,event_has_top_particle,,,,,12,2.1882317066192627,,,
event:781,particle:781:6,event_has_top_particle,,,,,13,2.1379387378692627,,,
event:781,particle:781:17,event_has_top_particle,,,,,14,2.0512192249298096,,,
event:781,particle:781:5,event_has_top_particle,,,,,15,2.040090560913086,,,
event:781,particle:781:7,event_has_top_particle,,,,,16,2.03633975982666,,,
event:784,particle:784:0,event_has_top_particle,,,,,1,4.466300964355469,,,
event:784,particle:784:21,event_has_top_particle,,,,,2,2.5266711711883545,,,
event:784,particle:784:20,event_has_top_particle,,,,,3,2.388676166534424,,,
event:784,particle:784:18,event_has_top_particle,,,,,4,2.3383028507232666,,,
event:784,particle:784:22,event_has_top_particle,,,,,5,2.2750446796417236,,,
event:784,particle:784:10,event_has_top_particle,,,,,6,2.223386764526367,,,
event:784,particle:784:19,event_has_top_particle,,,,,7,2.0056092739105225,,,
event:784,particle:784:15,event_has_top_particle,,,,,8,1.942922830581665,,,
event:784,particle:784:16,event_has_top_particle,,,,,9,1.9342917203903198,,,
event:784,particle:784:14,event_has_top_particle,,,,,10,1.9258489608764648,,,
event:784,particle:784:3,event_has_top_particle,,,,,11,1.9157778024673462,,,
event:784,particle:784:13,event_has_top_particle,,,,,12,1.902134656906128,,,
event:784,particle:784:7,event_has_top_particle,,,,,13,1.8990521430969238,,,
event:784,particle:784:9,event_has_top_particle,,,,,14,1.8909740447998047,,,
event:784,particle:784:12,event_has_top_particle,,,,,15,1.882609486579895,,,
event:784,particle:784:6,event_has_top_particle,,,,,16,1.8592171669006348,,,
event:785,particle:785:0,event_has_top_particle,,,,,1,4.252216815948486,,,
event:785,particle:785:1,event_has_top_particle,,,,,2,2.6575448513031006,,,
event:785,particle:785:16,event_has_top_particle,,,,,3,2.654120683670044,,,
event:785,particle:785:7,event_has_top_particle,,,,,4,2.622675895690918,,,
event:785,particle:785:2,event_has_top_particle,,,,,5,2.5435287952423096,,,
event:785,particle:785:3,event_has_top_particle,,,,,6,2.388247489929199,,,
event:785,particle:785:22,event_has_top_particle,,,,,7,2.288877487182617,,,
event:785,particle:785:20,event_has_top_particle,,,,,8,2.268699884414673,,,
event:785,particle:785:11,event_has_top_particle,,,,,9,2.2441306114196777,,,
event:785,particle:785:23,event_has_top_particle,,,,,10,2.2292675971984863,,,
event:785,particle:785:14,event_has_top_particle,,,,,11,2.1881957054138184,,,
event:785,particle:785:17,event_has_top_particle,,,,,12,2.1837034225463867,,,
event:785,particle:785:24,event_has_top_particle,,,,,13,2.174649238586426,,,
event:785,particle:785:15,event_has_top_particle,,,,,14,2.138364315032959,,,
event:785,particle:785:21,event_has_top_particle,,,,,15,2.1065633296966553,,,
event:785,particle:785:13,event_has_top_particle,,,,,16,2.0830466747283936,,,
event:789,particle:789:0,event_has_top_particle,,,,,1,4.380448818206787,,,
event:789,particle:789:1,event_has_top_particle,,,,,2,2.911560297012329,,,
event:789,particle:789:8,event_has_top_particle,,,,,3,2.9012022018432617,,,
event:789,particle:789:2,event_has_top_particle,,,,,4,2.547539472579956,,,
event:789,particle:789:3,event_has_top_particle,,,,,5,2.525477647781372,,,
event:789,particle:789:13,event_has_top_particle,,,,,6,2.4226837158203125,,,
event:789,particle:789:4,event_has_top_particle,,,,,7,2.414626359939575,,,
event:789,particle:789:5,event_has_top_particle,,,,,8,2.401937484741211,,,
event:789,particle:789:14,event_has_top_particle,,,,,9,2.3719375133514404,,,
event:789,particle:789:7,event_has_top_particle,,,,,10,2.3399760723114014,,,
