event,donor,fraction,n_patch,baseline_pred,patched_pred,success_to_Hqql,flip,delta_margin,target_p0_pid,donor_p0_pid
3361,3827,0.2,2,label_Tbl,label_Hcc,0,1,4.3407899141311646,electron,neutral_hadron
3361,3827,0.4,3,label_Tbl,label_Hcc,0,1,5.401716589927673,electron,neutral_hadron
3361,3827,0.6,5,label_Tbl,label_QCD,0,1,5.4799565076828,electron,neutral_hadron
3361,3827,0.8,6,label_Tbl,label_QCD,0,1,4.937754034996033,electron,neutral_hadron
3361,3827,1.0,8,label_Tbl,label_QCD,0,1,4.314344763755798,electron,neutral_hadron
3382,3858,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,neutral_hadron
3382,3858,0.2,2,label_Tbl,label_Hqql,1,1,3.964507818222046,electron,neutral_hadron
3382,3858,0.4,3,label_Tbl,label_Hqql,1,1,3.8460551500320435,electron,neutral_hadron
3382,3858,0.6,5,label_Tbl,label_Hqql,1,1,3.745297074317932,electron,neutral_hadron
3382,3858,0.8,6,label_Tbl,label_Hqql,1,1,5.015708684921265,electron,neutral_hadron
3382,3858,1.0,8,label_Tbl,label_Hqql,1,1,6.055283308029175,electron,neutral_hadron
3403,4092,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
3403,4092,0.2,2,label_Tbl,label_Hqql,1,1,6.482733964920044,electron,electron
3403,4092,0.4,3,label_Tbl,label_Hqql,1,1,6.156659364700317,electron,electron
3403,4092,0.6,5,label_Tbl,label_Hqql,1,1,2.5809680223464966,electron,electron
3403,4092,0.8,6,label_Tbl,label_Hqql,1,1,2.0599353313446045,electron,electron
3403,4092,1.0,8,label_Tbl,label_Hqql,1,1,1.8788940906524658,electron,electron
3433,3408,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
3433,3408,0.2,2,label_Tbl,label_Hqql,1,1,2.9815149307250977,muon,electron
3433,3408,0.4,3,label_Tbl,label_Hqql,1,1,3.411153793334961,muon,electron
3433,3408,0.6,5,label_Tbl,label_Tbl,0,0,1.9887670278549194,muon,electron
3433,3408,0.8,6,label_Tbl,label_Tbl,0,0,2.441482663154602,muon,electron
3433,3408,1.0,8,label_Tbl,label_Hqql,1,1,2.918896794319153,muon,electron
3483,3619,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
3483,3619,0.2,2,label_Tbl,label_Hqql,1,1,3.2248517274856567,muon,electron
3483,3619,0.4,3,label_Tbl,label_Hqql,1,1,3.587015748023987,muon,electron
3483,3619,0.6,5,label_Tbl,label_Zqq,0,1,4.268263936042786,muon,electron
3483,3619,0.8,6,label_Tbl,label_Zqq,0,1,4.7412437200546265,muon,electron
3483,3619,1.0,8,label_Tbl,label_Hqql,1,1,4.393407225608826,muon,electron
3491,4068,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
3491,4068,0.2,2,label_Tbl,label_Tbl,0,0,0.628108024597168,muon,muon
3491,4068,0.4,3,label_Tbl,label_Tbl,0,0,1.1696666479110718,muon,muon
3491,4068,0.6,5,label_Tbl,label_Hqql,1,1,2.6376469135284424,muon,muon
3491,4068,0.8,6,label_Tbl,label_Hqql,1,1,2.3881614208221436,muon,muon
3491,4068,1.0,8,label_Tbl,label_Tbl,0,0,1.173082709312439,muon,muon
3501,3946,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,charged_hadron
3501,3946,0.2,2,label_Tbl,label_Hqql,1,1,1.1656944751739502,electron,charged_hadron
3501,3946,0.4,3,label_Tbl,label_Hqql,1,1,1.2298450469970703,electron,charged_hadron
3501,3946,0.6,5,label_Tbl,label_Hqql,1,1,0.8007618188858032,electron,charged_hadron
3501,3946,0.8,6,label_Tbl,label_Hqql,1,1,1.5947115421295166,electron,charged_hadron
3501,3946,1.0,8,label_Tbl,label_Hqql,1,1,0.8785744905471802,electron,charged_hadron
3562,3733,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
3562,3733,0.2,2,label_Tbl,label_Hqql,1,1,5.946488857269287,electron,muon
3562,3733,0.4,3,label_Tbl,label_Hqql,1,1,6.130530834197998,electron,muon
3562,3733,0.6,5,label_Tbl,label_Hqql,1,1,7.190105438232422,electron,muon
3562,3733,0.8,6,label_Tbl,label_Hqql,1,1,7.625957012176514,electron,muon
3562,3733,1.0,8,label_Tbl,label_Tbl,0,0,5.024041414260864,electron,muon
3603,3768,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
3603,3768,0.2,2,label_Tbl,label_Hqql,1,1,1.804470181465149,electron,muon
3603,3768,0.4,3,label_Tbl,label_Tbl,0,0,0.9693157970905304,electron,muon
3603,3768,0.6,5,label_Tbl,label_Tbl,0,0,1.0958549976348877,electron,muon
3603,3768,0.8,6,label_Tbl,label_Tbl,0,0,1.3101588487625122,electron,muon
3603,3768,1.0,8,label_Tbl,label_Hqql,1,1,2.2298097610473633,electron,muon
3611,3115,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,neutral_hadron
3611,3115,0.2,2,label_Tbl,label_Tbl,0,0,1.7202074527740479,electron,neutral_hadron
3611,3115,0.4,3,label_Tbl,label_Tbl,0,0,1.9867801666259766,electron,neutral_hadron
3611,3115,0.6,5,label_Tbl,label_Hqql,1,1,2.8189464807510376,electron,neutral_hadron
3611,3115,0.8,6,label_Tbl,label_Hqql,1,1,2.648145318031311,electron,neutral_hadron
3611,3115,1.0,8,label_Tbl,label_Hqql,1,1,2.573401927947998,electron,neutral_hadron
3658,3902,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
3658,3902,0.2,2,label_Tbl,label_Hqql,1,1,1.4659420251846313,muon,muon
3658,3902,0.4,3,label_Tbl,label_Hqql,1,1,2.1825475692749023,muon,muon
3658,3902,0.6,5,label_Tbl,label_Hqql,1,1,2.362459659576416,muon,muon
3658,3902,0.8,6,label_Tbl,label_Hqql,1,1,1.586874008178711,muon,muon
3658,3902,1.0,8,label_Tbl,label_Hqql,1,1,2.4251132011413574,muon,muon
3666,3810,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
3666,3810,0.2,2,label_Tbl,label_Hqql,1,1,0.9222930669784546,electron,electron
3666,3810,0.4,3,label_Tbl,label_Hqql,1,1,1.217675805091858,electron,electron
3666,3810,0.6,5,label_Tbl,label_Hqql,1,1,1.046440601348877,electron,electron
3666,3810,0.8,6,label_Tbl,label_Hqql,1,1,1.0802662372589111,electron,electron
3666,3810,1.0,8,label_Tbl,label_Hqql,1,1,1.5249994993209839,electron,electron
3698,3205,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,photon
3698,3205,0.2,2,label_Tbl,label_Hqql,1,1,4.331921577453613,photon,photon
3698,3205,0.4,3,label_Tbl,label_Hqql,1,1,5.241771221160889,photon,photon
3698,3205,0.6,5,label_Tbl,label_Hqql,1,1,3.7677046060562134,photon,photon
3698,3205,0.8,6,label_Tbl,label_Hqql,1,1,2.5147374868392944,photon,photon
3698,3205,1.0,8,label_Tbl,label_Hqql,1,1,3.0352895259857178,photon,photon
3701,3152,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
3701,3152,0.2,2,label_Tbl,label_Hqql,1,1,1.8850765228271484,electron,muon
3701,3152,0.4,3,label_Tbl,label_Hqql,1,1,2.423067331314087,electron,muon
3701,3152,0.6,5,label_Tbl,label_Hqql,1,1,1.6608483791351318,electron,muon
3701,3152,0.8,6,label_Tbl,label_Hqql,1,1,0.8873069286346436,electron,muon
3701,3152,1.0,8,label_Tbl,label_Tbl,0,0,0.27065038681030273,electron,muon
3721,3391,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,charged_hadron
3721,3391,0.2,2,label_Tbl,label_Tbl,0,0,1.1333398818969727,electron,charged_hadron
3721,3391,0.4,3,label_Tbl,label_Tbl,0,0,0.9358278512954712,electron,charged_hadron
3721,3391,0.6,5,label_Tbl,label_Hqql,1,1,2.597931742668152,electron,charged_hadron
3721,3391,0.8,6,label_Tbl,label_Hqql,1,1,1.8128302097320557,electron,charged_hadron
3721,3391,1.0,8,label_Tbl,label_Hqql,1,1,1.841687560081482,electron,charged_hadron
3730,3204,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,charged_hadron
3730,3204,0.2,2,label_Tbl,label_Tbl,0,0,1.4715182781219482,muon,charged_hadron
3730,3204,0.4,3,label_Tbl,label_Tbl,0,0,1.4944430589675903,muon,charged_hadron
3730,3204,0.6,5,label_Tbl,label_Hqql,1,1,1.909733772277832,muon,charged_hadron
3730,3204,0.8,6,label_Tbl,label_Hqql,1,1,2.6057881116867065,muon,charged_hadron
3730,3204,1.0,8,label_Tbl,label_Hqql,1,1,3.3736172914505005,muon,charged_hadron
3746,3505,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
3746,3505,0.2,2,label_Tbl,label_Hqql,1,1,4.172292470932007,muon,electron
3746,3505,0.4,3,label_Tbl,label_Hqql,1,1,4.407483339309692,muon,electron
3746,3505,0.6,5,label_Tbl,label_Hqql,1,1,3.167076826095581,muon,electron
3746,3505,0.8,6,label_Tbl,label_Hqql,1,1,3.4531328678131104,muon,electron
3746,3505,1.0,8,label_Tbl,label_Hqql,1,1,3.9049317836761475,muon,electron
3766,3819,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
3766,3819,0.2,2,label_Tbl,label_Tbl,0,0,0.726628303527832,electron,muon
3766,3819,0.4,3,label_Tbl,label_Tbl,0,0,0.7901163101196289,electron,muon
3766,3819,0.6,5,label_Tbl,label_Tbl,0,0,1.1694471836090088,electron,muon
3766,3819,0.8,6,label_Tbl,label_Hqql,1,1,1.9630126953125,electron,muon
3766,3819,1.0,8,label_Tbl,label_Hqql,1,1,2.699236273765564,electron,muon
3780,3965,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,charged_hadron
3780,3965,0.2,2,label_Tbl,label_Hqql,1,1,3.745290517807007,muon,charged_hadron
3780,3965,0.4,3,label_Tbl,label_Hqql,1,1,4.107769727706909,muon,charged_hadron
3780,3965,0.6,5,label_Tbl,label_Hqql,1,1,3.6673479080200195,muon,charged_hadron
3780,3965,0.8,6,label_Tbl,label_Hqql,1,1,3.628207206726074,muon,charged_hadron
3780,3965,1.0,8,label_Tbl,label_Hqql,1,1,3.857177972793579,muon,charged_hadron
3829,3707,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
3829,3707,0.2,2,label_Tbl,label_Hqql,1,1,1.354385495185852,electron,muon
3829,3707,0.4,3,label_Tbl,label_Hqql,1,1,1.2239024639129639,electron,muon
3829,3707,0.6,5,label_Tbl,label_Hqql,1,1,1.0541094541549683,electron,muon
3829,3707,0.8,6,label_Tbl,label_Hqql,1,1,0.8836280107498169,electron,muon
3829,3707,1.0,8,label_Tbl,label_Hqql,1,1,0.7671651840209961,electron,muon
3849,3946,0.0,0,label_Tbl,label_Tbl,0,0,0.0,charged_hadron,charged_hadron
3849,3946,0.2,2,label_Tbl,label_Tbl,0,0,-0.43056297302246094,charged_hadron,charged_hadron
3849,3946,0.4,3,label_Tbl,label_Tbl,0,0,-0.20671534538269043,charged_hadron,charged_hadron
3849,3946,0.6,5,label_Tbl,label_Tbl,0,0,-0.5346332788467407,charged_hadron,charged_hadron
3849,3946,0.8,6,label_Tbl,label_Tbl,0,0,0.14711380004882812,charged_hadron,charged_hadron
3849,3946,1.0,8,label_Tbl,label_Tbl,0,0,0.688704252243042,charged_hadron,charged_hadron
3891,3727,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,muon
3891,3727,0.2,2,label_Tbl,label_Tbl,0,0,-0.37331724166870117,photon,muon
3891,3727,0.4,3,label_Tbl,label_Tbl,0,0,-0.686015248298645,photon,muon
3891,3727,0.6,5,label_Tbl,label_Tbl,0,0,-0.9138342142105103,photon,muon
3891,3727,0.8,6,label_Tbl,label_Tbl,0,0,-0.7531602382659912,photon,muon
3891,3727,1.0,8,label_Tbl,label_Tbl,0,0,-1.3078603744506836,photon,muon
3892,3735,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
3892,3735,0.2,2,label_Tbl,label_Tbl,0,0,0.8144543170928955,electron,muon
3892,3735,0.4,3,label_Tbl,label_Hqql,1,1,1.5021480321884155,electron,muon
3892,3735,0.6,5,label_Tbl,label_Hqql,1,1,1.6631968021392822,electron,muon
3892,3735,0.8,6,label_Tbl,label_Tbl,0,0,1.3184361457824707,electron,muon
3892,3735,1.0,8,label_Tbl,label_Tbl,0,0,0.4922534227371216,electron,muon
3896,3756,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,charged_hadron
3896,3756,0.2,2,label_Tbl,label_Tbl,0,0,1.5177175998687744,electron,charged_hadron
3896,3756,0.4,3,label_Tbl,label_Tbl,0,0,2.1734660863876343,electron,charged_hadron
3896,3756,0.6,5,label_Tbl,label_Tbl,0,0,2.6897225379943848,electron,charged_hadron
3896,3756,0.8,6,label_Tbl,label_Tbl,0,0,2.454341411590576,electron,charged_hadron
3896,3756,1.0,8,label_Tbl,label_Tbl,0,0,0.860234260559082,electron,charged_hadron
3936,3556,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
3936,3556,0.2,2,label_Tbl,label_Hqql,1,1,2.8745195865631104,electron,muon
3936,3556,0.4,3,label_Tbl,label_Hqql,1,1,2.3859658241271973,electron,muon
3936,3556,0.6,5,label_Tbl,label_Hqql,1,1,2.4591695070266724,electron,muon
3936,3556,0.8,6,label_Tbl,label_Hqql,1,1,2.3649383783340454,electron,muon
3936,3556,1.0,8,label_Tbl,label_Hqql,1,1,2.357431173324585,electron,muon
4020,3285,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,photon
4020,3285,0.2,2,label_Tbl,label_Hqql,1,1,2.6406487226486206,muon,photon
4020,3285,0.4,3,label_Tbl,label_Hqql,1,1,2.95954692363739,muon,photon
4020,3285,0.6,5,label_Tbl,label_Hqql,1,1,2.2827545404434204,muon,photon
4020,3285,0.8,6,label_Tbl,label_Hqql,1,1,1.6518709659576416,muon,photon
4020,3285,1.0,8,label_Tbl,label_Hqql,1,1,1.0510395765304565,muon,photon
4023,3669,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,charged_hadron
4023,3669,0.2,2,label_Tbl,label_Hqql,1,1,0.8919292688369751,electron,charged_hadron
4023,3669,0.4,3,label_Tbl,label_Hqql,1,1,0.31751739978790283,electron,charged_hadron
4023,3669,0.6,5,label_Tbl,label_Hqql,1,1,0.36899417638778687,electron,charged_hadron
4023,3669,0.8,6,label_Tbl,label_Tbl,0,0,-0.03441247344017029,electron,charged_hadron
4023,3669,1.0,8,label_Tbl,label_Hqql,1,1,0.14751315116882324,electron,charged_hadron
4036,3320,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
4036,3320,0.2,2,label_Tbl,label_Hqql,1,1,3.327347993850708,electron,electron
4036,3320,0.4,3,label_Tbl,label_Hqql,1,1,3.5823506116867065,electron,electron
4036,3320,0.6,5,label_Tbl,label_Tbl,0,0,1.837721824645996,electron,electron
4036,3320,0.8,6,label_Tbl,label_Tbl,0,0,2.12064266204834,electron,electron
4036,3320,1.0,8,label_Tbl,label_Tbl,0,0,0.7667675018310547,electron,electron
4086,3499,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,photon
4086,3499,0.2,2,label_Tbl,label_Hqql,1,1,3.493027925491333,electron,photon
4086,3499,0.4,3,label_Tbl,label_Hqql,1,1,3.9781432151794434,electron,photon
4086,3499,0.6,5,label_Tbl,label_Hqql,1,1,3.555957078933716,electron,photon
4086,3499,0.8,6,label_Tbl,label_Hqql,1,1,3.3427228927612305,electron,photon
4086,3499,1.0,8,label_Tbl,label_Hqql,1,1,2.895475745201111,electron,photon
