idx,pred,pred_label,true,true_label,conf,pred_logit,true_logit,drop_edge_conv_zero_1_edge_conv,drop_edge_conv_zero_0_edge_conv,drop_features_zero_input_features_zero,drop_feature_group_zero_input_coords_last2,drop_edge_conv_zero_2_edge_conv,drop_feature_group_zero_input_kin_logs_0_4
471,5,label_Hqql,5,label_Hqql,0.9999951124191284,3.175077199935913,3.175077199935913,165.93055725097656,222.6036834716797,112.98324584960938,39.022647857666016,28.860374450683594,27.083248138427734
473,5,label_Hqql,5,label_Hqql,0.9999897480010986,2.9988701343536377,2.9988701343536377,165.7543182373047,222.42745971679688,112.80704498291016,21.766742706298828,28.684167861938477,18.876380920410156
1262,6,label_Zqq,6,label_Zqq,0.9536870121955872,1.5763447284698486,1.5763447284698486,285.3035888671875,251.87118530273438,118.14971923828125,50.90066146850586,20.655994415283203,18.10921859741211
1233,6,label_Zqq,6,label_Zqq,0.9466081857681274,1.33008873462677,1.33008873462677,285.0572814941406,251.62493896484375,117.90345764160156,9.358807563781738,20.409738540649414,20.757638931274414
1154,6,label_Zqq,6,label_Zqq,0.9136823415756226,1.209288239479065,1.209288239479065,284.9365234375,251.50413513183594,117.78266143798828,9.65883731842041,20.288936614990234,13.963890075683594
916,7,label_Wqq,7,label_Wqq,0.9740322232246399,0.7448228597640991,0.7448228597640991,192.73416137695312,238.8030548095703,105.91805267333984,43.71139144897461,21.106523513793945,13.980262756347656
909,7,label_Wqq,7,label_Wqq,0.9713129997253418,1.0450942516326904,1.0450942516326904,193.034423828125,218.16624450683594,65.07803344726562,23.257265090942383,21.40679359436035,16.330537796020508
1016,7,label_Wqq,7,label_Wqq,0.9694445133209229,-0.7011712789535522,-0.7011712789535522,191.28817749023438,237.35704040527344,104.47205352783203,25.475065231323242,19.6605281829834,14.11186695098877
844,8,label_Tbqq,8,label_Tbqq,0.9999363422393799,1.2317509651184082,1.2317509651184082,240.0983428955078,228.7115020751953,134.69786071777344,27.123443603515625,26.192333221435547,22.40577507019043
840,8,label_Tbqq,8,label_Tbqq,0.9998780488967896,2.966946601867676,2.966946601867676,241.8335418701172,230.44668579101562,136.43304443359375,13.243598937988281,27.927528381347656,26.692691802978516
773,8,label_Tbqq,8,label_Tbqq,0.9998297691345215,2.983053207397461,2.983053207397461,241.84963989257812,230.46278381347656,136.44915771484375,12.516498565673828,27.943635940551758,23.461750030517578
673,9,label_Tbl,9,label_Tbl,1.0,5.0654520988464355,5.0654520988464355,157.93614196777344,265.6314697265625,63.686885833740234,51.99419021606445,30.97842788696289,24.621078491210938
669,9,label_Tbl,9,label_Tbl,1.0,0.5695033073425293,0.5695033073425293,153.440185546875,236.56785583496094,47.32085037231445,31.75030517578125,26.482479095458984,24.240272521972656
647,9,label_Tbl,9,label_Tbl,1.0,1.405466079711914,1.405466079711914,154.27615356445312,261.971435546875,60.02690124511719,19.069049835205078,27.31844139099121,25.797693252563477
