head_id,layer,group_id,channels,gate_grad,gate_abs_grad,gate_positive_grad,patch_acc_drop,patch_acc,patch_delta_pred_logit,role,question,semantic_hint,confidence,next_test
L0_ch24:32,0,3,ch24:32,0.19300828850828114,0.19300828850828114,0.19300828850828114,0.0,0.557812511920929,2.3406918048858643,early feature/geometry/PID reader,Does this pseudo-head convert raw particle features and local geometry into first-stage message evidence?,"kinematic/energy, class-specific: label_Hbb, label_Hcc, label_Hgg","MEDIUM causal, LOW/MEDIUM semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
L1_ch32:48,1,2,ch32:48,0.18464690914843226,0.18464690914843226,0.18464690914843226,0.0,0.708984375,0.4805828630924225,middle learned-neighborhood / route-composition head,Does this pseudo-head combine previous learned features into a class-separating particle-neighborhood answer?,"kinematic/energy, class-specific: label_Tbl, label_Hqql, label_Tbqq","LOW causal, exploratory semantic",Test route-width/leading-particle composite: compact/wide/top-pT routes -> L1 ch32:48 -> class contrast.
L1_ch64:80,1,4,ch64:80,-0.1722523553995416,0.1722523553995416,0.0,0.0,0.7378906607627869,0.15136319398880005,middle learned-neighborhood / route-composition head,Does this pseudo-head combine previous learned features into a class-separating particle-neighborhood answer?,"kinematic/energy, class-specific: label_H4q, label_Hgg, label_Hcc","LOW causal, exploratory semantic",Test route-width/leading-particle composite: compact/wide/top-pT routes -> L1 ch64:80 -> class contrast.
L1_ch80:96,1,5,ch80:96,-0.16934443782083686,0.16934443782083686,0.0,0.0,0.7417969107627869,0.37132447957992554,middle learned-neighborhood / route-composition head,Does this pseudo-head combine previous learned features into a class-separating particle-neighborhood answer?,"kinematic/energy, class-specific: label_Tbl, label_Hqql, label_H4q","LOW causal, exploratory semantic",Test route-width/leading-particle composite: compact/wide/top-pT routes -> L1 ch80:96 -> class contrast.
L1_ch48:64,1,3,ch48:64,0.12998252359684553,0.12998252359684553,0.12998252359684553,0.0,0.7359375357627869,0.40318959951400757,middle learned-neighborhood / route-composition head,Does this pseudo-head combine previous learned features into a class-separating particle-neighborhood answer?,"kinematic/energy, class-specific: label_Tbqq, label_Hgg, label_H4q","LOW causal, exploratory semantic",Test route-width/leading-particle composite: compact/wide/top-pT routes -> L1 ch48:64 -> class contrast.
L0_ch32:40,0,4,ch32:40,0.11387336922925896,0.11387336922925896,0.11387336922925896,0.0,0.7152343988418579,0.49115297198295593,early feature/geometry/PID reader,Does this pseudo-head convert raw particle features and local geometry into first-stage message evidence?,"kinematic/energy, class-specific: label_Wqq, label_Hcc, label_Zqq","LOW causal, exploratory semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
L2_ch32:64,2,1,ch32:64,-0.10588864014716826,0.10588864014716826,0.0,0.0,0.741406261920929,0.18829059600830078,late aggregation / class-evidence head,Does this pseudo-head aggregate higher-level particle-neighborhood evidence before the classifier?,"kinematic/energy, class-specific: label_Tbl, label_Hcc, label_H4q","LOW causal, exploratory semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
L2_ch96:128,2,3,ch96:128,-0.06340889002894981,0.06340889002894981,0.0,0.0,0.758593738079071,0.1720312237739563,late aggregation / class-evidence head,Does this pseudo-head aggregate higher-level particle-neighborhood evidence before the classifier?,"kinematic/energy, class-specific: label_QCD, label_H4q, label_Hgg","LOW causal, exploratory semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
L0_ch16:24,0,2,ch16:24,0.0610171883367002,0.0610171883367002,0.0610171883367002,0.0,0.629687488079071,1.0691368579864502,early feature/geometry/PID reader,Does this pseudo-head convert raw particle features and local geometry into first-stage message evidence?,"kinematic/energy, class-specific: label_Tbqq, label_Hgg, label_Zqq","MEDIUM causal, LOW/MEDIUM semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
L2_ch192:224,2,6,ch192:224,0.04265837218845264,0.04265837218845264,0.04265837218845264,0.0,0.748828113079071,0.3157835006713867,late aggregation / class-evidence head,Does this pseudo-head aggregate higher-level particle-neighborhood evidence before the classifier?,"kinematic/energy, class-specific: label_Tbqq, label_Wqq, label_Zqq","LOW causal, exploratory semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
L1_ch0:16,1,0,ch0:16,-0.03685495215468107,0.03685495215468107,0.0,0.0,0.7339844107627869,0.2483496069908142,middle learned-neighborhood / route-composition head,Does this pseudo-head combine previous learned features into a class-separating particle-neighborhood answer?,"kinematic/energy, class-specific: label_Hqql, label_Zqq, label_Wqq","LOW causal, exploratory semantic",Test route-width/leading-particle composite: compact/wide/top-pT routes -> L1 ch0:16 -> class contrast.
L2_ch160:192,2,5,ch160:192,-0.033821698091924195,0.033821698091924195,0.0,0.0,0.750781238079071,0.42138180136680603,late aggregation / class-evidence head,Does this pseudo-head aggregate higher-level particle-neighborhood evidence before the classifier?,"kinematic/energy, class-specific: label_Hqql, label_Tbl, label_Hcc","LOW causal, exploratory semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
L1_ch96:112,1,6,ch96:112,-0.00589493813458829,0.00589493813458829,0.0,0.0,0.6839843988418579,0.8114314079284668,middle learned-neighborhood / route-composition head,Does this pseudo-head combine previous learned features into a class-separating particle-neighborhood answer?,"kinematic/energy, class-specific: label_H4q, label_Hgg, label_Hqql","LOW causal, exploratory semantic",Test route-width/leading-particle composite: compact/wide/top-pT routes -> L1 ch96:112 -> class contrast.
L0_ch56:64,0,7,ch56:64,-0.004626238928176459,0.004626238928176459,0.0,0.0,0.6722656488418579,0.610243558883667,early feature/geometry/PID reader,Does this pseudo-head convert raw particle features and local geometry into first-stage message evidence?,"kinematic/energy, class-specific: label_Hqql, label_H4q, label_Hgg","MEDIUM causal, LOW/MEDIUM semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
