event_idx,group,head_id,layer,channels,score_hqql_proj,score_tbl_proj,activation_norm,base_logit_hqql,base_logit_tbl,zero_logit_hqql,zero_logit_tbl,contrib_hqql_logit_drop_when_zeroed,contrib_tbl_logit_drop_when_zeroed,base_pred,zero_pred,projection_note
15800,A_protected_highiso,L2_ch128:160,2,128:160,19.956378936767578,17.742252349853516,0.15085721015930176,1.333858609199524,-1.9936835765838623,0.07404020428657532,-3.647928237915039,1.259818434715271,1.6542446613311768,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
16360,A_protected_highiso,L2_ch128:160,2,128:160,25.6466007232666,22.501222610473633,0.16176214814186096,2.5295865535736084,-1.135614037513733,0.911641001701355,-3.2162938117980957,1.6179455518722534,2.0806798934936523,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
12649,B_confused_highiso,L2_ch128:160,2,128:160,18.243507385253906,23.748123168945312,0.14901873469352722,-1.1446819305419922,1.439178705215454,-2.856074810028076,-0.29176580905914307,1.711392879486084,1.7309445142745972,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
12982,B_confused_highiso,L2_ch128:160,2,128:160,21.570463180541992,24.592113494873047,0.15061859786510468,0.9109939336776733,2.2985732555389404,-0.52801513671875,0.6601531505584717,1.4390090703964233,1.6384201049804688,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
13045,B_confused_highiso,L2_ch128:160,2,128:160,27.498924255371094,28.909500122070312,0.18794415891170502,1.867108941078186,1.9097933769226074,-1.1441996097564697,-0.19757914543151855,3.0113086700439453,2.107372522354126,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
13583,B_confused_highiso,L2_ch128:160,2,128:160,19.522459030151367,24.542282104492188,0.1889229714870453,-3.069281816482544,-1.067929983139038,-4.801509380340576,-2.018415689468384,1.7322275638580322,0.9504857063293457,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
13787,B_confused_highiso,L2_ch128:160,2,128:160,20.054466247558594,19.764080047607422,0.1810975968837738,0.2757050693035126,1.8257653713226318,-1.2074668407440186,0.16129350662231445,1.4831719398498535,1.6644718647003174,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
13997,B_confused_highiso,L2_ch128:160,2,128:160,19.65918731689453,26.871152877807617,0.20621177554130554,0.07427099347114563,3.3213210105895996,-0.9337940216064453,0.9122493267059326,1.0080649852752686,2.409071683883667,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
14711,B_confused_highiso,L2_ch128:160,2,128:160,21.486309051513672,27.040254592895508,0.17925012111663818,0.5512353181838989,2.793661117553711,-0.6738898754119873,1.1851000785827637,1.2251251935958862,1.6085610389709473,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
15288,B_confused_highiso,L2_ch128:160,2,128:160,22.52056312561035,22.79471206665039,0.1482412964105606,0.5876303911209106,1.5895590782165527,-0.9393028020858765,-0.653028130531311,1.526933193206787,2.242587089538574,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
15528,B_confused_highiso,L2_ch128:160,2,128:160,21.130321502685547,23.28985595703125,0.14146451652050018,-2.2324254512786865,-1.5633301734924316,-3.847973585128784,-3.2734477519989014,1.6155481338500977,1.7101175785064697,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
15658,B_confused_highiso,L2_ch128:160,2,128:160,13.741997718811035,19.982032775878906,0.12839460372924805,-0.7616251707077026,1.0893653631210327,-1.252098798751831,0.4309321641921997,0.4904736280441284,0.658433198928833,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
15893,B_confused_highiso,L2_ch128:160,2,128:160,19.728797912597656,25.089834213256836,0.19421172142028809,1.474683165550232,3.4176025390625,0.40141549706459045,1.270277500152588,1.0732676982879639,2.147325038909912,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20480,C_Tbl_correct,L2_ch128:160,2,128:160,17.917171478271484,42.89984893798828,0.5469642877578735,-3.4155938625335693,5.567715167999268,-2.962902069091797,2.806276798248291,-0.45269179344177246,2.7614383697509766,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20481,C_Tbl_correct,L2_ch128:160,2,128:160,22.324432373046875,38.38226318359375,0.320547878742218,-8.323958396911621,3.418581008911133,-9.345649719238281,0.9752891063690186,1.0216913223266602,2.4432919025421143,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20482,C_Tbl_correct,L2_ch128:160,2,128:160,29.11488914489746,35.37689971923828,0.3225484788417816,-4.979280948638916,0.3209437131881714,-2.9947469234466553,0.6077494621276855,-1.9845340251922607,-0.28680574893951416,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20483,C_Tbl_correct,L2_ch128:160,2,128:160,18.316741943359375,34.47257995605469,0.2566639184951782,-5.344690322875977,3.844911575317383,-7.537317752838135,0.057367682456970215,2.192627429962158,3.787543773651123,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20484,C_Tbl_correct,L2_ch128:160,2,128:160,17.034807205200195,21.895111083984375,0.16616812348365784,-7.005253791809082,-0.24870026111602783,-11.712437629699707,-4.155981063842773,4.707183837890625,3.907280921936035,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20485,C_Tbl_correct,L2_ch128:160,2,128:160,20.386838912963867,32.85901641845703,0.25092485547065735,-9.797272682189941,0.8641380071640015,-8.86783504486084,0.1362195611000061,-0.9294376373291016,0.7279184460639954,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20486,C_Tbl_correct,L2_ch128:160,2,128:160,17.101194381713867,25.2021484375,0.17256957292556763,-2.318092107772827,1.1826121807098389,-3.5659029483795166,-0.9266398549079895,1.2478108406066895,2.1092519760131836,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20487,C_Tbl_correct,L2_ch128:160,2,128:160,11.49777889251709,35.75334930419922,0.38037988543510437,-15.49501895904541,1.4054656028747559,-13.318252563476562,-1.035195231437683,-2.1767663955688477,2.4406609535217285,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20488,C_Tbl_correct,L2_ch128:160,2,128:160,17.651622772216797,25.805503845214844,0.18144702911376953,1.45091712474823,2.486684799194336,-0.3080190420150757,0.8152346611022949,1.7589361667633057,1.671450138092041,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20489,C_Tbl_correct,L2_ch128:160,2,128:160,28.00531005859375,42.13301467895508,0.30705970525741577,-11.290022850036621,0.22091031074523926,-10.55220890045166,-0.996984601020813,-0.7378139495849609,1.2178949117660522,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20490,C_Tbl_correct,L2_ch128:160,2,128:160,18.836702346801758,26.03226089477539,0.16637714207172394,0.11851462721824646,2.9853603839874268,-1.489516019821167,0.36928415298461914,1.6080306768417358,2.6160762310028076,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20491,C_Tbl_correct,L2_ch128:160,2,128:160,21.04903221130371,35.72978210449219,0.28621363639831543,-4.214057922363281,4.654110908508301,-5.938033103942871,1.1203895807266235,1.7239751815795898,3.533721446990967,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20492,C_Tbl_correct,L2_ch128:160,2,128:160,20.481048583984375,25.223060607910156,0.16614046692848206,-0.41307559609413147,2.090147018432617,-2.3499021530151367,-0.50909024477005,1.9368265867233276,2.5992372035980225,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20493,C_Tbl_correct,L2_ch128:160,2,128:160,32.86030197143555,35.722190856933594,0.24802514910697937,1.4081308841705322,2.90766978263855,-0.2869396209716797,1.2928094863891602,1.695070505142212,1.6148602962493896,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20494,C_Tbl_correct,L2_ch128:160,2,128:160,18.004520416259766,40.226722717285156,0.3811493515968323,-7.099913120269775,5.462751865386963,-8.381095886230469,2.1536812782287598,1.2811827659606934,3.309070587158203,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20495,C_Tbl_correct,L2_ch128:160,2,128:160,27.467370986938477,33.145198822021484,0.25554516911506653,1.8798390626907349,2.9556238651275635,-0.47824591398239136,0.49368739128112793,2.3580849170684814,2.4619364738464355,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20496,C_Tbl_correct,L2_ch128:160,2,128:160,27.10730743408203,31.500469207763672,0.22749139368534088,-6.729451656341553,-0.5860624313354492,-11.079350471496582,-5.275355339050293,4.349898815155029,4.689292907714844,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20497,C_Tbl_correct,L2_ch128:160,2,128:160,8.48797607421875,41.03693771362305,0.5095443725585938,-12.069754600524902,3.5387611389160156,-10.571556091308594,0.9628105163574219,-1.4981985092163086,2.5759506225585938,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20498,C_Tbl_correct,L2_ch128:160,2,128:160,36.64574432373047,40.03599166870117,0.2787211239337921,1.7666112184524536,2.780198097229004,-1.2334365844726562,-0.13846564292907715,3.0000476837158203,2.918663740158081,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20499,C_Tbl_correct,L2_ch128:160,2,128:160,19.25046157836914,31.409189224243164,0.22391995787620544,-3.2735793590545654,3.8245882987976074,-4.433078765869141,1.7516450881958008,1.1594994068145752,2.0729432106018066,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20500,C_Tbl_correct,L2_ch128:160,2,128:160,28.14438247680664,43.36334228515625,0.32147911190986633,-6.415186405181885,2.666245460510254,-6.650651454925537,0.44172167778015137,0.23546504974365234,2.2245237827301025,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20501,C_Tbl_correct,L2_ch128:160,2,128:160,18.49480438232422,33.52996063232422,0.2642369568347931,-7.150689125061035,3.5026817321777344,-6.6317925453186035,1.310159683227539,-0.5188965797424316,2.1925220489501953,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20502,C_Tbl_correct,L2_ch128:160,2,128:160,14.658666610717773,36.06153869628906,0.3215112090110779,-4.627233028411865,4.754775047302246,-5.178603649139404,1.9507291316986084,0.5513706207275391,2.8040459156036377,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20503,C_Tbl_correct,L2_ch128:160,2,128:160,22.00514793395996,36.169559478759766,0.3153170347213745,-7.358910083770752,2.018247604370117,-6.057397842407227,0.9655721187591553,-1.3015122413635254,1.052675485610962,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20504,C_Tbl_correct,L2_ch128:160,2,128:160,18.69098663330078,31.06503677368164,0.20571449398994446,-1.6289256811141968,3.2367241382598877,-2.6728322505950928,0.6192165613174438,1.043906569480896,2.6175074577331543,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20505,C_Tbl_correct,L2_ch128:160,2,128:160,37.83777618408203,46.675472259521484,0.3073110282421112,-0.028958529233932495,3.8411617279052734,-2.9552197456359863,0.8471651077270508,2.9262611865997314,2.9939966201782227,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20506,C_Tbl_correct,L2_ch128:160,2,128:160,14.558585166931152,20.079774856567383,0.13724178075790405,-2.067615509033203,1.028699278831482,-3.162710189819336,-0.6057583093643188,1.0950946807861328,1.6344575881958008,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20507,C_Tbl_correct,L2_ch128:160,2,128:160,10.828084945678711,26.93422508239746,0.22098590433597565,-12.013851165771484,0.5190858840942383,-10.76169204711914,-0.866753339767456,-1.2521591186523438,1.3858392238616943,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20508,C_Tbl_correct,L2_ch128:160,2,128:160,15.342550277709961,40.13010025024414,0.38184237480163574,-5.569357395172119,5.3123321533203125,-4.55865478515625,2.9789865016937256,-1.0107026100158691,2.333345651626587,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20509,C_Tbl_correct,L2_ch128:160,2,128:160,15.358687400817871,41.03041076660156,0.37035447359085083,-23.165132522583008,0.5695033073425293,-19.782936096191406,-0.5478312969207764,-3.3821964263916016,1.1173346042633057,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20510,C_Tbl_correct,L2_ch128:160,2,128:160,19.702423095703125,27.942935943603516,0.2164258062839508,-0.14782890677452087,3.1821351051330566,-1.3813875913619995,1.4123334884643555,1.2335586547851562,1.7698016166687012,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20511,C_Tbl_correct,L2_ch128:160,2,128:160,21.741676330566406,28.765491485595703,0.18488307297229767,1.8585759401321411,3.3131091594696045,0.3315984308719635,1.1522860527038574,1.5269775390625,2.160823106765747,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20512,C_Tbl_correct,L2_ch128:160,2,128:160,30.55029296875,40.91999435424805,0.2525554597377777,-0.7726041674613953,4.452902793884277,-3.705498456954956,1.3821072578430176,2.932894229888916,3.0707955360412598,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20513,C_Tbl_correct,L2_ch128:160,2,128:160,6.115546703338623,37.013916015625,0.438152939081192,-13.804064750671387,5.065451622009277,-11.634198188781738,2.369663953781128,-2.1698665618896484,2.6957876682281494,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20514,C_Tbl_correct,L2_ch128:160,2,128:160,21.60645294189453,32.469505310058594,0.274490088224411,-3.4543652534484863,3.1841068267822266,-4.301366806030273,0.9283709526062012,0.8470015525817871,2.2557358741760254,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20515,C_Tbl_correct,L2_ch128:160,2,128:160,25.6032772064209,41.96175003051758,0.2890564203262329,-4.892578125,6.0447998046875,-6.778881549835205,2.4341273307800293,1.886303424835205,3.6106724739074707,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20516,C_Tbl_correct,L2_ch128:160,2,128:160,10.074771881103516,39.37427520751953,0.4973941445350647,-17.896024703979492,1.523951768875122,-11.923075675964355,1.076859951019287,-5.972949028015137,0.44709181785583496,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20517,C_Tbl_correct,L2_ch128:160,2,128:160,17.616600036621094,31.3813419342041,0.2528427243232727,-4.649143695831299,3.4481582641601562,-4.63633918762207,1.9311211109161377,-0.012804508209228516,1.5170371532440186,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20518,C_Tbl_correct,L2_ch128:160,2,128:160,20.987154006958008,27.53006935119629,0.19886261224746704,-4.387455940246582,1.6583824157714844,-4.208252906799316,1.0351380109786987,-0.17920303344726562,0.6232444047927856,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20519,C_Tbl_correct,L2_ch128:160,2,128:160,25.4901180267334,38.45365905761719,0.29540929198265076,-1.7640184164047241,5.0186767578125,-2.5815131664276123,2.420639991760254,0.8174947500228882,2.598036766052246,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20520,C_Tbl_correct,L2_ch128:160,2,128:160,18.84184455871582,28.504117965698242,0.21073809266090393,-2.763209819793701,2.6747851371765137,-5.577947616577148,-0.9715926647186279,2.8147377967834473,3.6463778018951416,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20521,C_Tbl_correct,L2_ch128:160,2,128:160,13.795207977294922,29.443111419677734,0.23784862458705902,-4.277113437652588,3.148054838180542,-4.93552827835083,0.41260766983032227,0.6584148406982422,2.7354471683502197,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20522,C_Tbl_correct,L2_ch128:160,2,128:160,13.117128372192383,46.066226959228516,0.5470998287200928,-10.377086639404297,5.835184574127197,-6.179002285003662,4.266855239868164,-4.198084354400635,1.5683293342590332,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20523,C_Tbl_correct,L2_ch128:160,2,128:160,13.082989692687988,41.121482849121094,0.39780953526496887,-12.26170539855957,4.758785247802734,-9.284613609313965,3.425593376159668,-2.9770917892456055,1.3331918716430664,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20524,C_Tbl_correct,L2_ch128:160,2,128:160,32.04777908325195,48.20945739746094,0.495519757270813,-9.907485008239746,5.808475494384766,-7.473433971405029,4.615476131439209,-2.434051036834717,1.1929993629455566,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20525,C_Tbl_correct,L2_ch128:160,2,128:160,13.447486877441406,30.808181762695312,0.23364220559597015,-4.150577545166016,4.320821762084961,-4.328129291534424,2.0336410999298096,0.1775517463684082,2.2871806621551514,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20526,C_Tbl_correct,L2_ch128:160,2,128:160,18.499753952026367,33.530982971191406,0.25408071279525757,-2.6185600757598877,4.92629337310791,-3.6081783771514893,2.5638067722320557,0.9896183013916016,2.3624866008758545,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20527,C_Tbl_correct,L2_ch128:160,2,128:160,22.32138442993164,34.15272521972656,0.22256503999233246,-4.200023174285889,2.437349796295166,-6.037049293518066,-0.048293352127075195,1.8370261192321777,2.485643148422241,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20528,C_Tbl_correct,L2_ch128:160,2,128:160,18.42264175415039,26.789043426513672,0.20270687341690063,-3.4559013843536377,2.358579397201538,-4.045070648193359,0.3538137674331665,0.5891692638397217,2.004765510559082,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20529,C_Tbl_correct,L2_ch128:160,2,128:160,20.281795501708984,36.676326751708984,0.2848866879940033,-5.803777694702148,4.016561508178711,-5.710771560668945,2.266037940979004,-0.09300613403320312,1.750523567199707,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20530,C_Tbl_correct,L2_ch128:160,2,128:160,18.501300811767578,26.165142059326172,0.17090627551078796,-2.506561040878296,1.4336442947387695,-2.824450731277466,0.5588879585266113,0.3178896903991699,0.8747563362121582,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20531,C_Tbl_correct,L2_ch128:160,2,128:160,27.039670944213867,44.06312561035156,0.2980917692184448,-1.9821207523345947,5.543834686279297,-3.1896824836730957,2.6302106380462646,1.207561731338501,2.9136240482330322,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20532,C_Tbl_correct,L2_ch128:160,2,128:160,38.056793212890625,34.78547668457031,0.2870553731918335,0.247257262468338,0.713881254196167,-0.33597785234451294,-1.5175585746765137,0.5832351446151733,2.2314398288726807,label_Tbl,label_Hqql,effective_linear_approx_from_2_linear_layers
20533,C_Tbl_correct,L2_ch128:160,2,128:160,12.528648376464844,21.493619918823242,0.17566631734371185,-5.445600509643555,1.155488133430481,-5.539651870727539,-0.55672287940979,0.09405136108398438,1.712211012840271,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
20534,C_Tbl_correct,L2_ch128:160,2,128:160,29.12333869934082,40.98442077636719,0.27297455072402954,0.7816365957260132,3.2905478477478027,-0.8070676326751709,0.6895993947982788,1.588704228401184,2.6009483337402344,label_Tbl,label_Tbl,effective_linear_approx_from_2_linear_layers
